Figure 4 Data,,,,,,
Exp 1,,Exp 3,,Exp 6 (10/11),,
300 mV/s,,300 mV/s,,300 mV/s,,
Adjusted Potential (WE Potential - 0.9 V),Current Density (mA/cm^2),Adjusted Potential (WE Potential - 0.9 V),Current Density (mA/cm^2),Adjusted Potential (WE Potential - 0.9 V),Current Density (mA/cm^2),
-0.373369,0.856741279,-0.353424,1.206293841,,,
-0.372301,0.891011424,-0.352386,1.23713001,,,
-0.371263,0.873876352,-0.351288,1.213143828,,,
-0.370165,0.853315163,-0.35025,1.185732652,,,
-0.369127,0.911573736,-0.349182,1.199443855,,,
-0.367998,0.918427091,-0.348114,1.223430037,,,
-0.36696,0.884158069,-0.347046,1.168596457,,,
-0.365923,0.901292019,-0.345917,1.189157646,,,
-0.364855,0.952697237,-0.34491,1.192582639,,,
-0.363726,0.914999852,-0.343781,1.141185282,,,
-0.362749,0.935562164,-0.342743,1.158310248,,,
-0.36165,0.96640507,-0.341705,1.182307659,,,
-0.360582,0.990393498,-0.340637,1.178871436,,,
-0.359575,0.945842759,-0.339569,1.127474079,,,
-0.358477,0.997247976,-0.338531,1.134324066,,,
-0.357408,1.024663643,-0.337433,1.168596457,,,
-0.35631,1.004101332,-0.336334,1.117191239,,,
-0.355272,0.973258426,-0.335358,1.117191239,,,
-0.354143,1.02808976,-0.33429,1.148035268,,,
-0.353105,1.004101332,-0.333221,1.134324066,,,
-0.352098,0.986966259,-0.332092,1.079494978,,,
-0.351,1.038371477,-0.331024,1.134324066,,,
-0.349932,1.062359905,-0.329956,1.130899072,,,
-0.348802,1.02808976,-0.328918,1.082921094,,,
-0.347734,1.05207931,-0.32785,1.079494978,,,
-0.346697,1.076067738,-0.326843,1.113764,,,
-0.345598,1.082921094,-0.325684,1.113764,,,
-0.34453,1.055505427,-0.324615,1.079494978,,,
-0.343523,1.089775572,-0.323578,1.079494978,,,
-0.342455,1.110337884,-0.32251,1.082921094,,,
-0.341326,1.076067738,-0.321472,1.034944238,,,
-0.340349,1.093202811,-0.320343,1.048652071,,,
-0.33922,1.103483405,-0.319336,1.103483405,,,
-0.338152,1.06921326,-0.318298,1.065787144,,,
-0.337114,1.082921094,-0.31723,1.017809165,,,
-0.336077,1.120618478,-0.316101,1.065787144,,,
-0.334948,1.134324066,-0.315063,1.082921094,,,
-0.33391,1.110337884,-0.313965,1.038371477,,,
-0.332842,1.124049086,-0.312897,1.031516999,,,
-0.331774,1.158310248,-0.311798,1.065787144,,,
-0.330736,1.154885254,-0.310791,1.004101332,,,
-0.329607,1.120618478,-0.309692,1.02808976,,,
-0.3286,1.185732652,-0.308624,1.031516999,,,
-0.327532,1.175446443,-0.307556,1.038371477,,,
-0.326433,1.127474079,-0.306549,0.990393498,,,
-0.325396,1.17202145,-0.30545,1.014381926,,,
-0.324266,1.182307659,-0.304382,1.031516999,,,
-0.323259,1.151460261,-0.303314,0.962977831,,,
-0.322222,1.144610275,-0.302246,0.959550592,,,
-0.321062,1.206293841,-0.301147,1.017809165,,,
-0.320055,1.196007632,-0.300079,0.990393498,,,
-0.318956,1.17202145,-0.299011,0.986966259,,,
-0.31798,1.220005044,-0.298035,0.990393498,,,
-0.316881,1.216568821,-0.296875,1.017809165,,,
-0.315752,1.17202145,-0.295807,0.952697237,,,
-0.314714,1.185732652,-0.294769,0.986966259,,,
-0.313646,1.257702428,-0.293701,0.986966259,,,
-0.312578,1.206293841,-0.292542,0.949269998,,,
-0.31151,1.199443855,-0.291504,0.92528157,,,
-0.310472,1.247416219,-0.290497,0.962977831,,,
-0.309374,1.220005044,-0.289368,0.980112904,,,
-0.308306,1.209718834,-0.288361,0.932134925,,,
-0.307207,1.233705016,-0.287262,0.928707686,,,
-0.306169,1.271402401,-0.286224,0.976685665,,,
-0.305132,1.240566232,-0.285095,0.938989403,,,
-0.304064,1.213143828,-0.284119,0.938989403,,,
-0.302996,1.261127421,-0.28302,0.959550592,,,
-0.301897,1.257702428,-0.281982,0.949269998,,,
-0.30092,1.23713001,-0.280823,0.908146497,,,
-0.299791,1.254266205,-0.279846,0.959550592,,,
-0.298693,1.309099785,-0.278778,0.952697237,,,
-0.297686,1.250841212,-0.277649,0.897865903,,,
-0.296587,1.271402401,-0.276642,0.908146497,,,
-0.295488,1.302249799,-0.275513,0.952697237,,,
-0.29442,1.28168861,-0.274567,0.908146497,,,
-0.293444,1.28168861,-0.273407,0.877303591,,,
-0.292284,1.309099785,-0.272339,0.901292019,,,
-0.291277,1.315961001,-0.271301,0.92528157,,,
-0.290209,1.264552414,-0.270203,0.877303591,,,
-0.28911,1.264552414,-0.269165,0.887584185,,,
-0.288073,1.329660974,-0.268097,0.921854331,,,
-0.286974,1.295388583,-0.266998,0.897865903,,,
-0.285936,1.261127421,-0.265961,0.846460685,,,
-0.284868,1.302249799,-0.264862,0.911573736,,,
-0.283831,1.305674792,-0.263763,0.877303591,,,
-0.282701,1.274827394,-0.262695,0.832752851,,,
-0.281664,1.305674792,-0.261658,0.877303591,,,
-0.280596,1.322810988,-0.26062,0.914999852,,,
-0.279497,1.288538596,-0.259552,0.839607329,,,
-0.278429,1.302249799,-0.258514,0.849887924,,,
-0.277452,1.322810988,-0.257507,0.877303591,,,
-0.276354,1.319385994,-0.256348,0.873876352,,,
-0.275225,1.278263617,-0.25528,0.829325612,,,
-0.274187,1.315961001,-0.254211,0.870449113,,,
-0.273149,1.357083379,-0.253143,0.88073083,,,
-0.272081,1.298824806,-0.252106,0.856741279,,,
-0.270983,1.312524778,-0.251038,0.849887924,,,
-0.269976,1.363933365,-0.249969,0.873876352,,,
-0.268877,1.339947183,-0.248901,0.849887924,,,
-0.267839,1.298824806,-0.247833,0.829325612,,,
-0.266771,1.326235981,-0.246796,0.870449113,,,
-0.265642,1.350222163,-0.245697,0.870449113,,,
-0.264604,1.315961001,-0.244598,0.812191662,,,
-0.263567,1.333085967,-0.243591,0.832752851,,,
-0.262468,1.34679717,-0.242493,0.884158069,,,
-0.26137,1.333085967,-0.241364,0.849887924,,,
-0.260302,1.322810988,-0.240448,0.829325612,,,
-0.259294,1.353647156,-0.239288,0.846460685,,,
-0.258196,1.374208345,-0.23822,0.839607329,,,
-0.257158,1.309099785,-0.237183,0.829325612,,,
-0.25609,1.343372176,-0.236115,0.832752851,,,
-0.255022,1.39134454,-0.235046,0.860168518,,,
-0.253984,1.370783352,-0.233917,0.815617779,,,
-0.252947,1.350222163,-0.23291,0.798483829,,,
-0.251848,1.381069561,-0.231842,0.860168518,,,
-0.25075,1.384494554,-0.230743,0.843033446,,,
-0.249681,1.339947183,-0.229645,0.819045018,,,
-0.248613,1.374208345,-0.228638,0.829325612,,,
-0.247606,1.381069561,-0.22757,0.83618009,,,
-0.246477,1.329660974,-0.226471,0.815617779,,,
-0.245409,1.363933365,-0.225433,0.805337184,,,
-0.244371,1.411905729,-0.224365,0.819045018,,,
-0.243273,1.33652219,-0.223297,0.819045018,,,
-0.242235,1.343372176,-0.22226,0.791629351,,,
-0.241106,1.367358358,-0.221222,0.822472257,,,
-0.240068,1.381069561,-0.220123,0.843033446,,,
-0.239,1.367358358,-0.219025,0.805337184,,,
-0.237993,1.370783352,-0.217987,0.815617779,,,
-0.236895,1.40163075,-0.216949,0.860168518,,,
-0.235826,1.370783352,-0.215851,0.805337184,,,
-0.234789,1.363933365,-0.214844,0.815617779,,,
-0.233721,1.384494554,-0.213745,0.832752851,,,
-0.232622,1.374208345,-0.212616,0.829325612,,,
-0.231493,1.343372176,-0.211548,0.788202112,,,
-0.230486,1.374208345,-0.210602,0.825899496,,,
-0.229418,1.39134454,-0.209473,0.822472257,,,
-0.228258,1.343372176,-0.208405,0.801909945,,,
-0.227281,1.387919547,-0.207306,0.791629351,,,
-0.226244,1.398205756,-0.206238,0.839607329,,,
-0.225115,1.363933365,-0.2052,0.843033446,,,
-0.224108,1.377644568,-0.204102,0.784775995,,,
-0.222948,1.39134454,-0.203064,0.815617779,,,
-0.221971,1.40163075,-0.201965,0.849887924,,,
-0.220903,1.39134454,-0.200928,0.801909945,,,
-0.219744,1.394780763,-0.199951,0.832752851,,,
-0.218706,1.425616932,-0.198792,0.856741279,,,
-0.217638,1.384494554,-0.197693,0.812191662,,,
-0.2166,1.357083379,-0.196655,0.781348756,,,
-0.215563,1.387919547,-0.195648,0.83618009,,,
-0.214434,1.453039336,-0.19455,0.822472257,,,
-0.213396,1.394780763,-0.193451,0.791629351,,,
-0.212267,1.381069561,-0.192413,0.79505659,,,
-0.21129,1.415341952,-0.191345,0.843033446,,,
-0.210161,1.408480736,-0.190247,0.819045018,,,
-0.209124,1.381069561,-0.18924,0.815617779,,,
-0.208055,1.411905729,-0.188141,0.825899496,,,
-0.207018,1.40163075,-0.187042,0.839607329,,,
-0.20595,1.363933365,-0.185974,0.777921517,,,
-0.204851,1.415341952,-0.184906,0.83618009,,,
-0.203783,1.453039336,-0.183868,0.846460685,,,
-0.202715,1.405055743,-0.1828,0.808764423,,,
-0.201738,1.387919547,-0.181732,0.784775995,,,
-0.200548,1.422191938,-0.180634,0.832752851,,,
-0.19951,1.418766945,-0.179596,0.822472257,,,
-0.198412,1.39134454,-0.178589,0.788202112,,,
-0.197435,1.408480736,-0.17746,0.808764423,,,
-0.196337,1.425616932,-0.176361,0.839607329,,,
-0.195299,1.387919547,-0.175323,0.798483829,,,
-0.1942,1.39134454,-0.174225,0.805337184,,,
-0.193132,1.44617812,-0.173187,0.832752851,,,
-0.192003,1.422191938,-0.17215,0.812191662,,,
-0.191027,1.387919547,-0.171021,0.798483829,,,
-0.189928,1.453039336,-0.170044,0.846460685,,,
-0.188829,1.429041925,-0.168915,0.83618009,,,
-0.187761,1.415341952,-0.167847,0.805337184,,,
-0.186724,1.394780763,-0.166809,0.798483829,,,
-0.185686,1.429041925,-0.16571,0.853315163,,,
-0.184557,1.429041925,-0.164673,0.822472257,,,
-0.18355,1.435903141,-0.163635,0.79505659,,,
-0.182482,1.432466918,-0.162537,0.832752851,,,
-0.181383,1.425616932,-0.161499,0.856741279,,,
-0.180345,1.408480736,-0.1604,0.815617779,,,
-0.179277,1.442753127,-0.159332,0.839607329,,,
-0.17824,1.466739309,-0.158264,0.856741279,,,
-0.177202,1.408480736,-0.157166,0.829325612,,,
-0.176134,1.422191938,-0.156158,0.819045018,,,
-0.175066,1.463314316,-0.155121,0.867022997,,,
-0.173906,1.442753127,-0.154022,0.843033446,,,
-0.172869,1.422191938,-0.152954,0.812191662,,,
-0.171831,1.453039336,-0.151917,0.83618009,,,
-0.170732,1.480450512,-0.150818,0.877303591,,,
-0.169664,1.408480736,-0.149719,0.812191662,,,
-0.168657,1.429041925,-0.148712,0.815617779,,,
-0.167559,1.477025518,-0.147552,0.846460685,,,
-0.16649,1.439328134,-0.146545,0.832752851,,,
-0.165422,1.422191938,-0.145477,0.808764423,,,
-0.164385,1.477025518,-0.144409,0.853315163,,,
-0.163225,1.466739309,-0.143341,0.867022997,,,
-0.162218,1.432466918,-0.142273,0.812191662,,,
-0.16115,1.44617812,-0.141205,0.849887924,,,
-0.160112,1.483875505,-0.140137,0.887584185,,,
-0.158983,1.453039336,-0.139099,0.846460685,,,
-0.157976,1.470164302,-0.138,0.822472257,,,
-0.156908,1.504436694,-0.136963,0.870449113,,,
-0.15587,1.494161714,-0.135895,0.856741279,,,
-0.154802,1.459889323,-0.134827,0.825899496,,,
-0.153673,1.466739309,-0.133759,0.856741279,,,
-0.152605,1.514722903,-0.13269,0.863595757,,,
-0.151567,1.487300498,-0.131592,0.839607329,,,
-0.15053,1.466739309,-0.130585,0.839607329,,,
-0.14937,1.504436694,-0.129547,0.897865903,,,
-0.148363,1.473600525,-0.128418,0.884158069,,,
-0.147264,1.459889323,-0.127319,0.83618009,,,
-0.146227,1.477025518,-0.126251,0.877303591,,,
-0.145159,1.521572889,-0.125153,0.901292019,,,
-0.14406,1.459889323,-0.124146,0.843033446,,,
-0.143053,1.473600525,-0.123108,0.846460685,,,
-0.141954,1.542134078,-0.122101,0.911573736,,,
-0.140886,1.504436694,-0.12088,0.873876352,,,
-0.139879,1.483875505,-0.119904,0.849887924,,,
-0.138811,1.518147896,-0.118835,0.88073083,,,
-0.137743,1.542134078,-0.117767,0.897865903,,,
-0.136644,1.514722903,-0.116699,0.873876352,,,
-0.135576,1.518147896,-0.115692,0.877303591,,,
-0.134539,1.545559071,-0.114594,0.908146497,,,
-0.133409,1.497586707,-0.113495,0.877303591,,,
-0.132402,1.504436694,-0.112396,0.873876352,,,
-0.131304,1.545559071,-0.111389,0.901292019,,,
-0.130266,1.548984064,-0.11026,0.904719258,,,
-0.129167,1.483875505,-0.109222,0.867022997,,,
-0.128099,1.538709085,-0.108124,0.904719258,,,
-0.127031,1.552420287,-0.107086,0.938989403,,,
-0.125902,1.542134078,-0.105957,0.897865903,,,
-0.124956,1.521572889,-0.104919,0.873876352,,,
-0.123888,1.55584528,-0.103912,0.938989403,,,
-0.122728,1.55584528,-0.102814,0.921854331,,,
-0.121691,1.55584528,-0.101715,0.884158069,,,
-0.120684,1.552420287,-0.100708,0.92528157,,,
-0.119585,1.576406469,-0.0996399,0.942415519,,,
-0.118517,1.531859098,-0.0985718,0.897865903,,,
-0.117479,1.55584528,-0.0975037,0.911573736,,,
-0.11635,1.603817644,-0.0964355,0.945842759,,,
-0.115282,1.56612026,-0.0953064,0.92528157,,,
-0.114244,1.535284091,-0.0942383,0.894438664,,,
-0.113146,1.600392651,-0.0932312,0.952697237,,,
-0.112047,1.607242638,-0.0921631,0.969831186,,,
-0.110979,1.572981476,-0.091095,0.911573736,,,
-0.110002,1.572981476,-0.0900269,0.938989403,,,
-0.108873,1.607242638,-0.0889587,0.973258426,,,
-0.107836,1.600392651,-0.0878601,0.942415519,,,
-0.106768,1.600392651,-0.0868225,0.92528157,,,
-0.105669,1.631240049,-0.0857544,0.980112904,,,
-0.104662,1.624378833,-0.0846558,0.962977831,,,
-0.103533,1.600392651,-0.0836487,0.932134925,,,
-0.102465,1.617528847,-0.0825195,0.949269998,,,
-0.101427,1.641515029,-0.0814819,0.986966259,,,
-0.100359,1.61067886,-0.0804443,0.956123353,,,
-0.09926,1.572981476,-0.0793762,0.956123353,,,
-0.098284,1.662076218,-0.0782776,1.014381926,,,
-0.097155,1.631240049,-0.0772095,0.993820737,,,
-0.096086,1.624378833,-0.0761719,0.952697237,,,
-0.095049,1.651801238,-0.0751343,0.997247976,,,
-0.093981,1.6860624,-0.0740662,1.017809165,,,
-0.092913,1.644940022,-0.0729675,0.973258426,,,
-0.091814,1.644940022,-0.0718994,0.980112904,,,
-0.090776,1.655226231,-0.0708923,1.02808976,,,
-0.089647,1.648376245,-0.0697327,1.000674093,,,
-0.08864,1.655226231,-0.0687866,0.997247976,,,
-0.087603,1.696348609,-0.067627,1.02808976,,,
-0.086534,1.713484804,-0.0665588,1.05207931,,,
-0.085436,1.658651224,-0.0654907,0.997247976,,,
-0.084337,1.679212413,-0.0645447,1.017809165,,,
-0.083361,1.727196007,-0.063385,1.045224832,,,
-0.082262,1.689498622,-0.0622864,1.021236404,,,
-0.081224,1.662076218,-0.0612183,1.004101332,,,
-0.080126,1.758032175,-0.0602112,1.06921326,,,
-0.079088,1.751182189,-0.0591125,1.058932666,,,
-0.07799,1.6860624,-0.058075,1.01095581,,,
-0.076952,1.710059811,-0.0570068,1.031516999,,,
-0.075914,1.740895979,-0.0559998,1.106910645,,,
-0.074755,1.730621,-0.0548096,1.021236404,,,
-0.073748,1.744320973,-0.053772,1.041797593,,,
-0.072649,1.758032175,-0.0527344,1.086348333,,,
-0.071611,1.747757195,-0.0516357,1.082921094,,,
-0.070482,1.730621,-0.0505371,1.048652071,,,
-0.069445,1.78545458,-0.0494965,1.09663005,,,
-0.068346,1.78545458,-0.0484375,1.093202811,,,
-0.067339,1.754607182,-0.047348,1.062359905,,,
-0.066301,1.740895979,-0.0463074,1.076067738,,,
-0.065233,1.802579546,-0.0452484,1.137749059,,,
-0.064165,1.782018357,-0.044162,1.110337884,,,
-0.063066,1.78545458,-0.0431,1.062359905,,,
-0.062029,1.826576957,-0.0420441,1.089775572,,,
-0.060961,1.816290748,-0.0409576,1.144610275,,,
-0.059862,1.799154553,-0.0398987,1.09663005,,,
-0.058824,1.816290748,-0.0388184,1.106910645,,,
-0.057756,1.860838119,-0.0377502,1.151460261,,,
-0.056627,1.826576957,-0.0366791,1.134324066,,,
-0.05562,1.819715741,-0.0356079,1.103483405,,,
-0.054583,1.847138146,-0.0345795,1.168596457,,,
-0.053453,1.843713153,-0.03349,1.178871436,,,
-0.052416,1.836851937,-0.0324249,1.141185282,,,
-0.051348,1.871124328,-0.031366,1.16174647,,,
-0.05028,1.891685517,-0.030304,1.213143828,,,
-0.049211,1.864274342,-0.0292236,1.151460261,,,
-0.048143,1.877974315,-0.0281921,1.158310248,,,
-0.047106,1.901971726,-0.0271027,1.185732652,,,
-0.046007,1.891685517,-0.0260254,1.209718834,,,
-0.044939,1.891685517,-0.0249512,1.175446443,,,
-0.043901,1.908821713,-0.0238953,1.196007632,,,
-0.042803,1.939657881,-0.0228363,1.22685503,,,
-0.041704,1.881410537,-0.0217682,1.202868848,,,
-0.040697,1.922532915,-0.0207062,1.230280023,,,
-0.039598,1.943094104,-0.0196533,1.274827394,,,
-0.03853,1.912246706,-0.0185822,1.247416219,,,
-0.037493,1.905396719,-0.017511,1.223430037,,,
-0.036394,1.970505279,-0.0164581,1.264552414,,,
-0.035295,1.987641475,-0.0153778,1.315961001,,,
-0.034258,1.943094104,-0.0142975,1.243991226,,,
-0.03319,1.970505279,-0.0132507,1.264552414,,,
-0.032091,2.018488873,-0.0121948,1.305674792,,,
-0.031115,1.984216481,-0.0110901,1.288538596,,,
-0.029985,1.984216481,-0.0100616,1.285113603,,,
-0.028887,2.028763852,-0.00901794,1.319385994,,,
-0.027819,2.028763852,-0.0079071,1.326235981,,,
-0.026781,2.01505265,-0.00684204,1.29196359,,,
-0.025743,2.018488873,-0.00578918,1.326235981,,,
-0.024675,2.052750034,-0.00471802,1.387919547,,,
-0.023546,2.021913866,-0.00365295,1.357083379,,,
-0.022539,2.028763852,-0.00258789,1.363933365,,,
-0.02141,2.080172439,-0.00154724,1.408480736,,,
-0.020433,2.076747446,-0.000473022,1.411905729,,,
-0.0193042,2.028763852,0.000613403,1.377644568,,,
-0.0182971,2.104158621,-0.000473022,1.168596457,,,
-0.0172595,2.121294817,-0.00151672,1.079494978,,,
-0.0160693,2.080172439,-0.00259094,0.932134925,,,
-0.0150928,2.114433601,-0.00366211,0.863595757,,,
-0.0139636,2.176128396,-0.00471191,0.815617779,,,
-0.0129871,2.128144803,-0.00578918,0.753933089,,,
-0.0119495,2.111008607,-0.00685425,0.688820038,,,
-0.0108508,2.158992201,-0.00792236,0.651123776,,,
-0.0097217,2.165842187,-0.00900574,0.627135349,,,
-0.0086536,2.135006019,-0.0100311,0.544887224,,,
-0.0075549,2.176128396,-0.0111298,0.510618202,,,
-0.0064868,2.210389558,-0.0121765,0.541461108,,,
-0.0054187,2.17955339,-0.0132416,0.462640223,,,
-0.0044116,2.176128396,-0.0143036,0.383820461,,,
-0.0033435,2.251511936,-0.015387,0.418089484,,,
-0.0022754,2.23438697,-0.0164337,0.387247701,,,
-0.0011768,2.210389558,-0.0175018,0.308426816,,,
-0.0001392,2.265223138,-0.0185883,0.31870741,,,
0.0008984,2.265223138,-0.0196655,0.311854055,,,
0.0019666,2.248086943,-0.0206909,0.239887648,,,
0.0030347,2.272084354,-0.0217865,0.212471981,,,
0.0041333,2.285784327,-0.022876,0.236460409,,,
0.0052319,2.292645543,-0.0238983,0.205617503,,,
0.0062695,2.272084354,-0.0249725,0.150786169,,,
0.0073071,2.33376792,-0.0260162,0.157640647,,,
0.0084363,2.350904116,-0.0271149,0.17134848,,,
0.0094739,2.330342927,-0.0281494,0.102808976,,,
0.0105725,2.33376792,-0.0292358,0.092528157,,,
0.0116101,2.374890298,-0.030304,0.10623599,,,
0.0126477,2.361179096,-0.0313507,0.10623599,,,
0.0136853,2.361179096,-0.0324371,0.023988765,,,
0.0147534,2.426287655,-0.0334991,0.054831446,,,
0.0158521,2.439998858,-0.0345398,0.030842682,,,
0.0168896,2.409162689,-0.0356171,-0.02056175,,,
0.0180188,2.429723878,-0.0367157,-0.02056175,,,
0.0190564,2.470846256,-0.0377808,0.017134848,,,
0.0201245,2.46398504,-0.0388245,-0.041123613,,,
0.0211621,2.46398504,-0.039917,-0.078820211,,,
0.0223218,2.505107417,-0.0409576,-0.054831446,,,
0.0232983,2.481121235,-0.0420532,-0.041123613,,,
0.0243665,2.457135053,-0.0431061,-0.102808976,,,
0.0254346,2.542804802,-0.044165,-0.126797741,,,
0.0265637,2.580502186,-0.0452332,-0.092528157,,,
0.0275708,2.535954815,-0.0463043,-0.126797741,,,
0.0286694,2.539379808,-0.0473633,-0.157640647,,,
0.029707,2.611349584,-0.0484192,-0.133652219,,,
0.0308331,2.594213388,-0.0494751,-0.143932813,,,
0.0297375,2.224100761,-0.0505371,-0.188483553,,,
0.0286084,2.049325041,-0.0516357,-0.178201836,,,
0.0276318,1.901971726,-0.0527344,-0.167921241,,,
0.0265332,1.740895979,-0.053772,-0.233034293,,,
0.0254651,1.679212413,-0.0548401,-0.21589922,,,
0.0244275,1.562695267,-0.0559082,-0.202191387,,,
0.0233289,1.466739309,-0.0569153,-0.205617503,,,
0.0221997,1.39134454,-0.058075,-0.250168242,,,
0.0211621,1.367358358,-0.059082,-0.219326459,,,
0.020155,1.309099785,-0.0601501,-0.222752575,,,
0.0190259,1.196007632,-0.0612793,-0.274157793,,,
0.0180188,1.148035268,-0.0624084,-0.274157793,,,
0.0168896,1.144610275,-0.0633545,-0.236460409,,,
0.0158215,1.048652071,-0.0644531,-0.294718982,,,
0.0148145,1.01095581,-0.0655212,-0.328989127,,,
0.0137158,0.986966259,-0.0665894,-0.30157346,,,
0.0126172,0.949269998,-0.067627,-0.30157346,,,
0.0116101,0.873876352,-0.0687561,-0.349550316,,,
0.0105115,0.856741279,-0.0697937,-0.322134649,,,
0.0094434,0.846460685,-0.0708313,-0.31870741,,,
0.0084363,0.726517422,-0.0718689,-0.3461242,,,
0.0073376,0.723090183,-0.0730286,-0.366685389,,,
0.0062695,0.726517422,-0.0740662,-0.322134649,,,
0.0052319,0.681966683,-0.0751343,-0.339269722,,,
0.0041028,0.606573037,-0.0761719,-0.387247701,,,
0.0030347,0.603145798,-0.07724,-0.36325815,,,
0.0019666,0.62028087,-0.0783081,-0.311854055,,,
0.000929,0.558596181,-0.0794067,-0.397528295,,,
-0.0001392,0.517471557,-0.0804749,-0.387247701,,,
-0.0012378,0.541461108,-0.0815125,-0.376965983,,,
-0.0023059,0.472921941,-0.08255,-0.397528295,,,
-0.0033435,0.445506274,-0.0836182,-0.452359629,,,
-0.0044727,0.44893239,-0.0847473,-0.394101056,,,
-0.0055103,0.390673817,-0.0857239,-0.424943962,,,
-0.0065173,0.335842483,-0.086853,-0.442079035,,,
-0.0075854,0.356404794,-0.0879517,-0.435224556,,,
-0.0086536,0.373539867,-0.0889587,-0.387247701,,,
-0.0097217,0.274157793,-0.0900574,-0.438651795,,,
-0.0108203,0.26044996,-0.0911255,-0.459214107,,,
-0.0118579,0.277583909,-0.0921631,-0.442079035,,,
-0.012865,0.253595482,-0.0932007,-0.452359629,,,
-0.0139941,0.21589922,-0.0942993,-0.483202535,,,
-0.0150317,0.185056314,-0.0953979,-0.469494702,,,
-0.0161304,0.191909669,-0.096405,-0.452359629,,,
-0.017168,0.161067886,-0.0975342,-0.49005589,,,
-0.0182971,0.143932813,-0.0986023,-0.500337608,,,
-0.0193652,0.178201836,-0.0997009,-0.479775296,,,
-0.020403,0.095955059,,,,,
-0.021471,0.041123613,,,,,
-0.022509,0.095955059,,,,,
-0.023607,0.071966294,,,,,
-0.024645,-0.017134848,,,,,
-0.025713,0.006853939,,,,,
-0.02675,0.006853939,,,,,
-0.027849,-0.027415779,,,,,
-0.028917,-0.051404544,,,,,
-0.030046,-0.027415779,,,,,
-0.031084,-0.061685363,,,,,
-0.032091,-0.085674128,,,,,
-0.03322,-0.085674128,,,,,
-0.034319,-0.071966294,,,,,
-0.035326,-0.119944385,,,,,
-0.036455,-0.161067886,,,,,
-0.037493,-0.123370502,,,,,
-0.0385,-0.143932813,,,,,
-0.039507,-0.205617503,,,,,
-0.040728,-0.202191387,,,,,
-0.041796,-0.17477572,,,,,
-0.042833,-0.233034293,,,,,
-0.04384,-0.229607054,,,,,
-0.044939,-0.191909669,,,,,
-0.045977,-0.277583909,,,,,
-0.047045,-0.294718982,,,,,
-0.048143,-0.239887648,,,,,
-0.04915,-0.26044996,,,,,
-0.050249,-0.335842483,,,,,
-0.051287,-0.315281294,,,,,
-0.052416,-0.298146221,,,,,
-0.053423,-0.342696961,,,,,
-0.054491,-0.376965983,,,,,
-0.055651,-0.359832033,,,,,
-0.056658,-0.352977555,,,,,
-0.057665,-0.397528295,,,,,
-0.058763,-0.407808889,,,,,
-0.059862,-0.366685389,,,,,
-0.0609,-0.438651795,,,,,
-0.062059,-0.476348057,,,,,
-0.063066,-0.40438165,,,,,
-0.064165,-0.442079035,,,,,
-0.065203,-0.486629774,,,,,
-0.066271,-0.459214107,,,,,
-0.067308,-0.462640223,,,,,
-0.068376,-0.479775296,,,,,
-0.069445,-0.507190963,,,,,
-0.070543,-0.476348057,,,,,
-0.07155,-0.510618202,,,,,
-0.072618,-0.558596181,,,,,
-0.073748,-0.527753275,,,,,
-0.074755,-0.503763724,,,,,
-0.075884,-0.562022297,,,,,
-0.076952,-0.599719681,,,,,
-0.07799,-0.558596181,,,,,
-0.079027,-0.589437964,,,,,
-0.080126,-0.599719681,,,,,
-0.081194,-0.613427515,,,,,
-0.082262,-0.599719681,,,,,
-0.083361,-0.654551016,,,,,
-0.084398,-0.613427515,,,,,
-0.085405,-0.633988704,,,,,
-0.086443,-0.647696537,,,,,
-0.087572,-0.675112204,,,,,
-0.088701,-0.640843182,,,,,
-0.089708,-0.651123776,,,,,
-0.090746,-0.705955111,,,,,
-0.091844,-0.695674516,,,,,
-0.092913,-0.661404371,,,,,
-0.09392,-0.699101755,,,,,
-0.095018,-0.716235705,,,,,
-0.096117,-0.705955111,,,,,
-0.097155,-0.719662944,,,,,
-0.098284,-0.740225256,,,,,
-0.099321,-0.712809589,,,,,
-0.100359,-0.716235705,,,,,
-0.101427,-0.774494278,,,,,
-0.102526,-0.771068162,,,,,
-0.103594,-0.743651372,,,,,
-0.104601,-0.798483829,,,,,
-0.10573,-0.801909945,,,,,
-0.106798,-0.79505659,,,,,
-0.107866,-0.791629351,,,,,
-0.108873,-0.83618009,,,,,
-0.109941,-0.79505659,,,,,
-0.11104,-0.819045018,,,,,
-0.112108,-0.812191662,,,,,
-0.113146,-0.860168518,,,,,
-0.114214,-0.815617779,,,,,
-0.115282,-0.856741279,,,,,
-0.116411,-0.887584185,,,,,
-0.117449,-0.860168518,,,,,
-0.118486,-0.853315163,,,,,
-0.119554,-0.914999852,,,,,
