Figure 13 data,,,,,,,
Voltammogram (top),,Residual gas analyzer data (bottom),,,,,
,,-0.5 V,,-0.8 V,,-0.9 V,
Potential (V),Current (A),Time (s),2 AMU signal intensity,Time (s),2 AMU signal intensity,Time (s),2 AMU signal intensity
-1.06033,-0.00910034,,,399.321,3.16E+00,399.482,2.49E+00
-1.06277,-0.00911255,,,399.636,3.04E+00,399.797,2.80E+00
-1.06522,-0.00914001,,,399.952,2.98E+00,400.113,2.59E+00
-1.06766,-0.00916138,,,400.267,2.79E+00,400.429,2.51E+00
-1.0701,-0.00913391,,,400.583,2.59E+00,400.744,2.37E+00
-1.07254,-0.00916138,,,400.899,2.86E+00,401.06,2.37E+00
-1.07498,-0.0092041,,,401.214,2.91E+00,401.375,2.15E+00
-1.07742,-0.009198,,,401.53,2.88E+00,401.691,2.16E+00
-1.07986,-0.0093811,,,401.845,3.29E+00,402.007,2.52E+00
-1.08231,-0.00942383,,,402.161,3.12E+00,402.322,2.29E+00
-1.08475,-0.0094635,,,402.477,3.18E+00,402.638,2.46E+00
-1.08719,-0.00951233,,,402.792,3.08E+00,402.953,2.61E+00
-1.08963,-0.00956116,,,403.108,3.28E+00,403.269,2.48E+00
-1.09207,-0.00961609,,,403.423,3.07E+00,403.585,2.62E+00
-1.09451,-0.00950317,,,403.739,2.79E+00,403.9,2.86E+00
-1.09695,-0.00949707,,,404.055,2.75E+00,404.216,2.53E+00
-1.0994,-0.00947571,,,404.37,2.78E+00,404.531,2.62E+00
-1.10184,-0.00955811,,,404.686,2.61E+00,404.847,2.46E+00
-1.10428,-0.00957031,,,405.001,2.90E+00,405.163,2.06E+00
-1.10672,-0.00964966,,,405.317,2.90E+00,405.478,2.49E+00
-1.10916,-0.0095459,,,405.633,2.98E+00,405.794,2.13E+00
-1.1116,-0.00953674,,,405.948,2.91E+00,406.109,2.31E+00
-1.11404,-0.00952759,,,406.264,3.08E+00,406.425,2.42E+00
-1.11649,-0.00968628,,,406.579,3.26E+00,406.741,2.48E+00
-1.11893,-0.00988159,,,406.895,3.24E+00,407.056,2.60E+00
-1.12137,-0.0100708,,,407.211,3.21E+00,407.372,2.89E+00
-1.12381,-0.0101532,,,407.526,3.08E+00,407.687,2.66E+00
-1.12625,-0.0102936,,,407.842,2.93E+00,408.003,2.58E+00
-1.12869,-0.0103333,,,408.157,2.75E+00,408.319,2.59E+00
-1.13113,-0.010434,,,408.473,2.80E+00,408.634,2.41E+00
-1.13358,-0.010498,,,408.789,2.80E+00,408.95,2.38E+00
-1.13602,-0.0103424,,,409.104,2.80E+00,409.265,2.35E+00
-1.13846,-0.0103394,,,409.42,3.02E+00,409.581,2.32E+00
-1.1409,-0.0102875,,,409.735,3.07E+00,409.897,2.23E+00
-1.14334,-0.0102722,,,410.051,2.72E+00,410.212,2.41E+00
-1.14578,-0.0104675,,,410.367,2.77E+00,410.528,2.34E+00
-1.14822,-0.0105133,,,410.682,2.67E+00,410.843,2.70E+00
-1.15067,-0.0105652,,,410.998,2.67E+00,411.159,2.69E+00
-1.15311,-0.0105927,,,411.313,2.43E+00,411.475,2.64E+00
-1.15555,-0.0105682,,,411.629,2.22E+00,411.79,2.67E+00
-1.15799,-0.0107086,,,411.945,2.17E+00,412.106,2.51E+00
-1.16043,-0.011084,,,412.26,2.25E+00,412.421,2.38E+00
-1.16287,-0.0114136,,,412.576,2.35E+00,412.737,2.48E+00
-1.16531,-0.0114716,,,412.891,2.29E+00,413.053,2.28E+00
-1.16776,-0.0113678,,,413.207,2.33E+00,413.368,2.15E+00
-1.1702,-0.0115051,,,413.523,2.45E+00,413.684,2.32E+00
-1.17264,-0.0115479,,,413.838,2.60E+00,413.999,2.39E+00
-1.17508,-0.011557,,,414.154,2.47E+00,414.315,2.34E+00
-1.17752,-0.0115265,,,414.469,2.44E+00,414.631,2.57E+00
-1.17996,-0.0113556,,,414.785,2.71E+00,414.946,2.68E+00
-1.1824,-0.0113678,,,415.101,2.30E+00,415.262,2.61E+00
-1.18484,-0.0113281,,,415.416,2.31E+00,415.577,2.52E+00
-1.18729,-0.0113342,,,415.732,1.93E+00,415.893,2.68E+00
-1.18973,-0.0112335,,,416.047,2.03E+00,416.209,2.29E+00
-1.19217,-0.0111847,,,416.363,2.02E+00,416.524,2.23E+00
-1.19461,-0.0112122,,,416.679,2.18E+00,416.84,2.23E+00
-1.19705,-0.0114746,,,416.994,2.43E+00,417.155,2.34E+00
-1.19949,-0.0117523,,,417.31,2.33E+00,417.471,2.30E+00
-1.20193,-0.0121094,,,417.625,2.49E+00,417.787,2.31E+00
-1.20438,-0.0120605,,,417.941,2.52E+00,418.102,2.42E+00
-1.20682,-0.0120819,,,418.257,2.53E+00,418.418,2.49E+00
-1.20926,-0.0121613,,,418.572,2.40E+00,418.733,2.55E+00
-1.2117,-0.0120209,,,418.888,2.33E+00,419.049,2.61E+00
-1.21414,-0.0120636,,,419.203,2.09E+00,419.365,2.53E+00
-1.21658,-0.0121246,,,419.519,1.98E+00,419.68,2.63E+00
-1.21902,-0.0120483,,,419.835,1.86E+00,419.996,2.34E+00
-1.22147,-0.0119019,,,420.15,1.93E+00,420.311,2.29E+00
-1.22391,-0.0119476,,,420.466,2.21E+00,420.627,2.24E+00
-1.22635,-0.0121307,,,420.781,2.05E+00,420.943,2.08E+00
-1.22879,-0.012085,,,421.097,2.44E+00,421.258,2.11E+00
-1.23123,-0.0120026,,,421.413,2.30E+00,421.574,2.25E+00
-1.23367,-0.0119476,,,421.728,2.45E+00,421.889,2.60E+00
-1.23611,-0.0124359,,,422.044,2.45E+00,422.205,2.61E+00
-1.23856,-0.0127197,,,422.359,2.65E+00,422.521,2.59E+00
-1.241,-0.0127502,,,422.675,2.46E+00,422.836,2.66E+00
-1.24344,-0.0128723,,,422.991,2.32E+00,423.152,2.77E+00
-1.24588,-0.0131165,,,423.306,2.23E+00,423.467,2.59E+00
-1.24832,-0.0133698,,,423.622,2.11E+00,423.783,2.42E+00
-1.25076,-0.0133057,,,423.937,2.12E+00,424.099,2.26E+00
-1.2532,-0.0134033,,,424.253,2.38E+00,424.414,2.26E+00
-1.25565,-0.0134583,,,424.569,2.33E+00,424.73,2.30E+00
-1.25809,-0.0133362,,,424.884,2.32E+00,425.045,2.30E+00
-1.26053,-0.0131226,,,425.2,2.29E+00,425.361,2.07E+00
-1.26297,-0.0131531,,,425.515,2.47E+00,425.677,2.26E+00
-1.26541,-0.0131592,,,425.831,2.42E+00,425.992,2.26E+00
-1.26785,-0.0130066,,,426.147,2.51E+00,426.308,2.46E+00
-1.27029,-0.0128876,,,426.462,2.34E+00,426.623,2.60E+00
-1.27274,-0.0128082,,,426.778,2.33E+00,426.939,2.63E+00
-1.27518,-0.0128815,,,427.093,2.03E+00,427.255,2.59E+00
-1.27762,-0.0133698,,,427.409,1.95E+00,427.57,2.63E+00
-1.28006,-0.013623,,,427.725,1.88E+00,427.886,2.53E+00
-1.2825,-0.0139587,,,428.04,1.99E+00,428.201,2.54E+00
-1.28494,-0.0142883,,,428.356,2.13E+00,428.517,2.08E+00
-1.28738,-0.01427,,,428.671,2.20E+00,428.833,2.23E+00
-1.28983,-0.0143738,,,428.987,2.32E+00,429.148,2.23E+00
-1.29227,-0.0145386,,,429.303,2.58E+00,429.464,2.34E+00
-1.29471,-0.0145172,,,429.618,2.60E+00,429.779,2.35E+00
-1.29715,-0.0144592,,,429.934,2.46E+00,430.095,2.42E+00
-1.29959,-0.014624,,,430.249,2.32E+00,430.411,2.61E+00
-1.30203,-0.0150513,,,430.565,2.03E+00,430.726,2.82E+00
-1.30447,-0.0151276,,,430.881,2.19E+00,431.042,2.63E+00
-1.30692,-0.0151672,,,431.196,2.07E+00,431.357,2.57E+00
-1.30936,-0.0153687,,,431.512,2.23E+00,431.673,2.46E+00
-1.3118,-0.0153198,,,431.827,2.09E+00,431.989,2.36E+00
-1.31424,-0.0156036,,,432.143,2.07E+00,432.304,2.23E+00
-1.31668,-0.0159424,,,432.459,2.24E+00,432.62,2.25E+00
-1.31912,-0.0163269,,,432.774,2.32E+00,432.935,2.19E+00
-1.32156,-0.0169891,,,433.09,2.38E+00,433.251,2.50E+00
-1.32401,-0.017746,,,433.405,2.47E+00,433.567,2.30E+00
-1.32645,-0.017926,,,433.721,2.43E+00,433.882,2.45E+00
-1.32889,-0.0179291,,,434.037,2.66E+00,434.198,2.70E+00
-1.33133,-0.0175659,,,434.352,2.33E+00,434.513,2.45E+00
-1.33377,-0.0177277,,,434.668,2.16E+00,434.829,2.62E+00
-1.33621,-0.0177551,,,434.983,2.02E+00,435.145,2.58E+00
-1.33865,-0.0180176,,,435.299,2.36E+00,435.46,2.50E+00
-1.34109,-0.0181244,,,435.615,2.16E+00,435.776,2.42E+00
-1.34354,-0.0181885,,,435.93,1.98E+00,436.091,2.24E+00
-1.34598,-0.0183197,,,436.246,2.10E+00,436.407,2.35E+00
-1.34842,-0.0181824,,,436.561,2.24E+00,436.723,2.10E+00
-1.35086,-0.0180603,,,436.877,2.43E+00,437.038,2.13E+00
-1.3533,-0.0182983,,,437.193,2.33E+00,437.354,2.28E+00
-1.35574,-0.0187622,,,437.508,2.70E+00,437.669,2.39E+00
-1.35818,-0.0189972,,,437.824,2.44E+00,437.985,2.71E+00
-1.36063,-0.0193237,,,438.139,2.28E+00,438.301,2.75E+00
-1.36307,-0.0196777,,,438.455,2.33E+00,438.616,2.59E+00
-1.36551,-0.020105,,,438.771,2.10E+00,438.932,2.74E+00
-1.36795,-0.0203217,,,439.086,2.00E+00,439.247,2.62E+00
-1.37039,-0.0206757,,,439.402,2.02E+00,439.563,2.42E+00
-1.37283,-0.0211731,,,439.717,1.96E+00,439.879,2.30E+00
-1.37527,-0.02164,,,440.033,2.11E+00,440.194,2.12E+00
-1.37772,-0.0219452,,,440.349,2.12E+00,440.51,2.13E+00
-1.38016,-0.0221802,,,440.664,2.33E+00,440.825,1.98E+00
-1.3826,-0.0223389,,,440.98,2.51E+00,441.141,2.24E+00
-1.38504,-0.0223511,,,441.295,2.71E+00,441.457,2.30E+00
-1.38748,-0.0224243,,,441.611,2.36E+00,441.772,2.56E+00
-1.38992,-0.0224121,,,441.927,2.30E+00,442.088,2.82E+00
-1.39236,-0.0225159,,,442.242,2.28E+00,442.403,2.46E+00
-1.39481,-0.022821,,,442.558,2.19E+00,442.719,2.58E+00
-1.39725,-0.0231873,,,442.873,2.06E+00,443.035,2.62E+00
-1.39969,-0.0235596,,,443.189,2.08E+00,443.35,2.51E+00
-1.40213,-0.0239929,,,443.505,2.10E+00,443.666,2.35E+00
-1.40457,-0.0244232,,,443.82,2.05E+00,443.981,2.07E+00
-1.40701,-0.024707,,,444.136,2.11E+00,444.297,2.15E+00
-1.40945,-0.025116,,,444.451,2.38E+00,444.613,2.31E+00
-1.4119,-0.0255371,,,444.767,2.42E+00,444.928,2.23E+00
-1.41434,-0.0257843,,,445.083,2.61E+00,445.244,2.30E+00
-1.41678,-0.0260559,,,445.398,2.34E+00,445.559,2.52E+00
-1.41922,-0.0262787,,,445.714,2.45E+00,445.875,2.60E+00
-1.42166,-0.0264282,,,446.029,2.30E+00,446.191,2.69E+00
-1.4241,-0.0265076,,,446.345,2.20E+00,446.506,2.77E+00
-1.42654,-0.0265808,,,446.661,1.95E+00,446.822,2.66E+00
-1.42899,-0.0267181,,,446.976,2.15E+00,447.137,2.48E+00
-1.43143,-0.026825,,,447.292,1.99E+00,447.453,2.46E+00
-1.43387,-0.0270447,,,447.607,2.22E+00,447.769,2.30E+00
-1.43631,-0.0272461,,,447.923,2.29E+00,448.084,2.11E+00
-1.43875,-0.0275696,,,448.239,2.38E+00,448.4,2.31E+00
-1.44119,-0.0277893,,,448.554,2.45E+00,448.715,2.25E+00
-1.44363,-0.0281342,,,448.87,2.54E+00,449.031,2.39E+00
-1.44608,-0.0285492,,,449.185,2.42E+00,449.347,2.49E+00
-1.44852,-0.0289581,,,449.501,2.21E+00,449.662,2.55E+00
-1.45096,-0.0292572,,,449.817,2.19E+00,449.978,2.61E+00
-1.4534,-0.0296814,,,450.132,2.15E+00,450.293,2.69E+00
-1.45584,-0.0300568,,,450.448,2.03E+00,450.609,2.69E+00
-1.45828,-0.0302032,,,450.763,2.07E+00,450.925,2.50E+00
-1.46072,-0.0303284,,,451.079,1.83E+00,451.24,2.27E+00
-1.46317,-0.0303925,,,451.395,2.14E+00,451.556,2.17E+00
-1.46561,-0.0304413,,,451.71,2.22E+00,451.871,2.15E+00
-1.46805,-0.0304016,,,452.026,2.39E+00,452.187,2.26E+00
-1.47049,-0.0303894,,,452.341,2.48E+00,452.503,2.15E+00
-1.47293,-0.0304565,,,452.657,2.65E+00,452.818,2.44E+00
-1.47537,-0.0306274,,,452.973,2.43E+00,453.134,2.42E+00
-1.47781,-0.0307739,,,453.288,2.41E+00,453.449,2.56E+00
-1.48026,-0.0310547,,,453.604,2.28E+00,453.765,2.60E+00
-1.4827,-0.0314362,,,453.919,2.10E+00,454.081,2.54E+00
-1.48514,-0.0319092,,,454.235,2.18E+00,454.396,2.82E+00
-1.48758,-0.0322479,,,454.551,1.91E+00,454.712,2.48E+00
-1.49002,-0.0326752,,,454.866,2.01E+00,455.027,2.86E+00
-1.49246,-0.0332245,,,455.182,2.18E+00,455.343,2.41E+00
-1.4949,-0.0333282,,,455.497,2.26E+00,455.659,2.16E+00
-1.49734,-0.0333618,,,455.813,2.41E+00,455.974,2.25E+00
-1.49979,-0.0333893,,,456.129,2.64E+00,456.29,2.30E+00
-1.50223,-0.0333679,,,456.444,2.51E+00,456.605,2.38E+00
-1.49979,-0.03125,,,456.76,2.50E+00,456.921,2.26E+00
-1.49734,-0.0293762,,,457.075,2.31E+00,457.237,2.48E+00
-1.4949,-0.0278961,,,457.391,2.29E+00,457.552,2.59E+00
-1.49246,-0.0265839,,,457.707,2.21E+00,457.868,2.61E+00
-1.49002,-0.0253906,,,458.022,1.95E+00,458.183,2.52E+00
-1.48758,-0.0243866,,,458.338,1.91E+00,458.499,2.53E+00
-1.48514,-0.0235352,,,458.653,2.05E+00,458.815,2.50E+00
-1.4827,-0.0227844,,,458.969,2.13E+00,459.13,2.34E+00
-1.48026,-0.0220825,,,459.285,2.12E+00,459.446,2.13E+00
-1.47781,-0.0216888,,,459.6,2.29E+00,459.761,1.94E+00
-1.47537,-0.0207794,,,459.916,2.47E+00,460.077,2.14E+00
-1.47293,-0.0200714,,,460.231,2.75E+00,460.393,2.28E+00
-1.47049,-0.0193207,,,460.547,2.28E+00,460.708,2.47E+00
-1.46805,-0.018573,,,460.863,2.42E+00,461.024,2.60E+00
-1.46561,-0.0178864,,,461.178,2.31E+00,461.339,2.83E+00
-1.46317,-0.0171844,,,461.494,2.23E+00,461.655,3.03E+00
-1.46072,-0.0164948,,,461.809,2.24E+00,461.971,2.86E+00
-1.45828,-0.0158691,,,462.125,2.02E+00,462.286,2.59E+00
-1.45584,-0.0153137,,,462.441,1.94E+00,462.602,2.55E+00
-1.4534,-0.0147858,,,462.756,2.09E+00,462.917,2.48E+00
-1.45096,-0.0143097,,,463.072,2.10E+00,463.233,2.34E+00
-1.44852,-0.0138702,,,463.387,2.20E+00,463.549,2.14E+00
-1.44608,-0.0134613,,,463.703,2.53E+00,463.864,2.11E+00
-1.44363,-0.0130737,,,464.019,2.35E+00,464.18,2.18E+00
-1.44119,-0.0126953,,,464.334,2.48E+00,464.495,2.12E+00
-1.43875,-0.0123474,,,464.65,2.44E+00,464.811,2.19E+00
-1.43631,-0.0120117,,,464.965,2.53E+00,465.127,2.36E+00
-1.43387,-0.0116821,,,465.281,2.14E+00,465.442,2.51E+00
-1.43143,-0.0113708,,,465.597,2.21E+00,465.758,2.47E+00
-1.42899,-0.0110748,,,465.912,2.12E+00,466.073,2.62E+00
-1.42654,-0.0107178,,,466.228,2.00E+00,466.389,2.47E+00
-1.4241,-0.0103821,,,466.543,1.89E+00,466.705,2.53E+00
-1.42166,-0.0100586,,,466.859,2.25E+00,467.02,2.17E+00
-1.41922,-0.00971985,,,467.175,2.13E+00,467.336,2.18E+00
-1.41678,-0.00939026,,,467.49,2.32E+00,467.651,2.17E+00
-1.41434,-0.00905762,,,467.806,2.39E+00,467.967,2.09E+00
-1.4119,-0.00873108,,,468.121,2.48E+00,468.283,2.19E+00
-1.40945,-0.0084198,,,468.437,2.31E+00,468.598,2.20E+00
-1.40701,-0.00814819,,,468.753,2.42E+00,468.914,2.31E+00
-1.40457,-0.00794678,,,469.068,2.35E+00,469.229,2.51E+00
-1.40213,-0.00774231,,,469.384,2.20E+00,469.545,2.44E+00
-1.39969,-0.0075531,,,469.699,2.34E+00,469.861,2.49E+00
-1.39725,-0.00743103,,,470.015,1.91E+00,470.176,2.45E+00
-1.39481,-0.00724792,,,470.331,2.06E+00,470.492,2.28E+00
-1.39236,-0.00716248,,,470.646,1.91E+00,470.807,2.20E+00
-1.38992,-0.00690002,,,470.962,2.21E+00,471.123,2.02E+00
-1.38748,-0.00667725,,,471.277,2.28E+00,471.439,2.10E+00
-1.38504,-0.00653687,,,471.593,2.42E+00,471.754,2.11E+00
-1.3826,-0.00654297,,,471.909,2.46E+00,472.07,2.30E+00
-1.38016,-0.00635071,,,472.224,2.50E+00,472.385,2.19E+00
-1.37772,-0.00608521,,,472.54,2.47E+00,472.701,2.38E+00
-1.37527,-0.00592346,,,472.855,2.43E+00,473.017,2.51E+00
-1.37283,-0.00556946,,,473.171,2.22E+00,473.332,2.59E+00
-1.37039,-0.00527039,,,473.487,2.03E+00,473.648,2.52E+00
-1.36795,-0.00513306,,,473.802,2.00E+00,473.963,2.47E+00
-1.36551,-0.00501709,,,474.118,1.80E+00,474.279,2.40E+00
-1.36307,-0.00485931,,,474.433,2.15E+00,474.595,2.34E+00
-1.36063,-0.00478516,,,474.749,2.03E+00,474.91,2.08E+00
-1.35818,-0.00471558,,,475.065,2.43E+00,475.226,2.12E+00
-1.35574,-0.00464172,,,475.38,2.33E+00,475.541,1.93E+00
-1.3533,-0.00453217,,,475.696,2.56E+00,475.857,2.13E+00
-1.35086,-0.00430847,,,476.011,2.53E+00,476.173,2.34E+00
-1.34842,-0.00421692,,,476.327,2.38E+00,476.488,2.15E+00
-1.34598,-0.00411316,,,476.643,2.22E+00,476.804,2.25E+00
-1.34354,-0.00395416,,,476.958,2.17E+00,477.119,2.41E+00
-1.34109,-0.00379608,,,477.274,2.06E+00,477.435,2.52E+00
-1.33865,-0.00367188,,,477.589,1.92E+00,477.751,2.46E+00
-1.33621,-0.00350494,,,477.905,2.12E+00,478.066,2.48E+00
-1.33377,-0.00329102,,,478.221,2.00E+00,478.382,2.22E+00
-1.33133,-0.00316956,,,478.536,2.00E+00,478.697,2.07E+00
-1.32889,-0.00307007,,,478.852,2.18E+00,479.013,2.17E+00
-1.32645,-0.00295074,,,479.167,2.34E+00,479.329,2.14E+00
-1.32401,-0.00279724,,,479.483,2.44E+00,479.644,2.11E+00
-1.32156,-0.00270874,,,479.799,2.63E+00,479.96,2.07E+00
-1.31912,-0.00261993,,,480.114,2.50E+00,480.275,2.22E+00
-1.31668,-0.00246155,,,480.43,2.36E+00,480.591,2.54E+00
-1.31424,-0.00232391,,,480.745,2.33E+00,480.907,2.49E+00
-1.3118,-0.00221802,,,481.061,2.19E+00,481.222,2.58E+00
-1.30936,-0.00210205,,,481.377,2.10E+00,481.538,2.51E+00
-1.30692,-0.00193939,,,481.692,1.93E+00,481.853,2.39E+00
-1.30447,-0.00182312,,,482.008,2.03E+00,482.169,2.37E+00
-1.30203,-0.0017569,,,482.323,1.97E+00,482.485,2.37E+00
-1.29959,-0.00163116,,,482.639,2.06E+00,482.8,2.09E+00
-1.29715,-0.0014682,,,482.955,2.18E+00,483.116,2.12E+00
-1.29471,-0.00138306,,,483.27,2.28E+00,483.431,2.27E+00
-1.29227,-0.00126709,,,483.586,2.43E+00,483.747,2.23E+00
-1.28983,-0.00115662,,,483.901,2.57E+00,484.063,2.21E+00
-1.28738,-0.00108093,,,484.217,2.26E+00,484.378,2.28E+00
-1.28494,-0.000989075,,,484.533,2.20E+00,484.694,2.35E+00
-1.2825,-0.000870056,,,484.848,2.10E+00,485.009,2.40E+00
-1.28006,-0.000779724,,,485.164,2.03E+00,485.325,2.39E+00
-1.27762,-0.000683899,,,485.479,2.10E+00,485.641,2.30E+00
-1.27518,-0.000599976,,,485.795,2.11E+00,485.956,2.34E+00
-1.27274,-0.000578308,,,486.111,2.08E+00,486.272,2.33E+00
-1.27029,-0.000447998,,,486.426,2.15E+00,486.587,2.24E+00
-1.26785,-0.000370544,,,486.742,2.19E+00,486.903,2.09E+00
-1.26541,-0.000284454,,,487.057,2.24E+00,487.219,2.11E+00
-1.26297,-0.000223358,,,487.373,2.37E+00,487.534,2.33E+00
-1.26053,-0.000158569,,,487.689,2.52E+00,487.85,2.24E+00
-1.25809,-9.80E-05,,,488.004,2.41E+00,488.165,2.35E+00
-1.25565,-3.93E-05,,,488.32,2.56E+00,488.481,2.41E+00
-1.2532,2.57E-05,,,488.635,2.34E+00,488.797,2.48E+00
-1.25076,9.48E-05,,,488.951,2.10E+00,489.112,2.52E+00
-1.24832,0.000157043,,,489.267,2.16E+00,489.428,2.51E+00
-1.24588,0.00022525,,,489.582,1.89E+00,489.743,2.36E+00
-1.24344,0.000244324,,,489.898,2.01E+00,490.059,2.35E+00
-1.241,0.000287689,,,490.213,2.07E+00,490.375,2.15E+00
-1.23856,0.000355743,,,490.529,2.13E+00,490.69,1.98E+00
-1.23611,0.0004198,,,490.845,2.46E+00,491.006,2.13E+00
-1.23367,0.00042572,,,491.16,2.53E+00,491.321,1.98E+00
-1.23123,0.000506897,,,491.476,2.52E+00,491.637,2.21E+00
-1.22879,0.000630493,,,491.791,2.50E+00,491.953,2.09E+00
-1.22635,0.000681152,,,492.107,2.41E+00,492.268,2.30E+00
-1.22391,0.000728149,,,492.423,2.47E+00,492.584,2.40E+00
-1.22147,0.000774841,,,492.738,2.19E+00,492.899,2.35E+00
-1.21902,0.000820923,,,493.054,2.04E+00,493.215,2.56E+00
-1.21658,0.000870361,,,493.369,1.94E+00,493.531,2.45E+00
-1.21414,0.00092865,,,493.685,2.06E+00,493.846,2.36E+00
-1.2117,0.000984192,,,494.001,2.04E+00,494.162,2.30E+00
-1.20926,0.0010202,,,494.316,2.17E+00,494.477,2.10E+00
-1.20682,0.00105988,,,494.632,2.14E+00,494.793,2.21E+00
-1.20438,0.00111237,,,494.947,2.28E+00,495.109,2.19E+00
-1.20193,0.00111755,,,495.263,2.48E+00,495.424,2.11E+00
-1.19949,0.00117126,,,495.579,2.43E+00,495.74,2.18E+00
-1.19705,0.0012207,,,495.894,2.59E+00,496.055,2.23E+00
-1.19461,0.0012738,,,496.21,2.65E+00,496.371,2.41E+00
-1.19217,0.00130829,,,496.525,2.34E+00,496.687,2.41E+00
-1.18973,0.00140045,,,496.841,2.08E+00,497.002,2.43E+00
-1.18729,0.00145935,,,497.157,2.13E+00,497.318,2.35E+00
-1.18484,0.0014679,,,497.472,2.08E+00,497.633,2.49E+00
-1.1824,0.00148621,,,497.788,2.06E+00,497.949,2.37E+00
-1.17996,0.00158417,,,498.103,2.21E+00,498.265,2.19E+00
-1.17752,0.00164368,,,498.419,2.39E+00,498.58,2.02E+00
-1.17508,0.00163086,,,498.735,2.48E+00,498.896,2.02E+00
-1.17264,0.00167358,,,499.05,2.38E+00,499.211,2.09E+00
-1.1702,0.0017746,,,499.366,2.63E+00,499.527,2.04E+00
-1.16776,0.00180756,,,499.681,2.47E+00,499.843,2.21E+00
-1.16531,0.00179077,,,499.997,2.44E+00,,
-1.16287,0.00186127,,,,,,
-1.16043,0.00194855,,,,,,
-1.15799,0.0019577,,,,,,
-1.15555,0.00195465,,,,,,
-1.15311,0.00203705,,,,,,
-1.15067,0.00210449,,,,,,
-1.14822,0.00208557,,,,,,
-1.14578,0.00209686,,,,,,
-1.14334,0.00217804,,,,,,
-1.1409,0.00221313,,,,,,
-1.13846,0.00217926,,,,,,
-1.13602,0.00220917,,,,,,
-1.13358,0.00228088,,,,,,
-1.13113,0.00229126,,,,,,
-1.12869,0.00226166,,,,,,
-1.12625,0.00230072,,,,,,
-1.12381,0.00232849,,,,,,
-1.12137,0.00232788,,,,,,
-1.11893,0.00232056,,,,,,
-1.11649,0.00238831,,,,,,
-1.11404,0.0024292,,,,,,
-1.1116,0.00239471,,,,,,
-1.10916,0.00240814,,,,,,
-1.10672,0.00245667,,,,,,
-1.10428,0.00248566,,,,,,
-1.10184,0.00243256,,,,,,
-1.0994,0.00244537,,,,,,
-1.09695,0.00249695,,,,,,
-1.09451,0.00247589,,,,,,
-1.09207,0.00248199,,,,,,
-1.08963,0.00248932,,,,,,
-1.08719,0.00249817,,,,,,
-1.08475,0.00247742,,,,,,
-1.08231,0.00248871,,,,,,
-1.07986,0.00249359,,,,,,
-1.07742,0.00250549,,,,,,
-1.07498,0.00250549,,,,,,
-1.07254,0.00252686,,,,,,
-1.0701,0.00251801,,,,,,
-1.06766,0.00251312,,,,,,
-1.06522,0.00250885,,,,,,
-1.06277,0.00249939,,,,,,
-1.06033,0.00249237,,,,,,
-1.05789,0.00248932,,,,,,
-1.05545,0.00248413,,,,,,
-1.05301,0.00248108,,,,,,
-1.05057,0.00248291,,,,,,
-1.04813,0.00248535,,,,,,
-1.04568,0.00245605,,,,,,
-1.04324,0.00245422,,,,,,
-1.0408,0.00245758,,,,,,
-1.03836,0.00246338,,,,,,
-1.03592,0.00246887,,,,,,
-1.03348,0.00246033,,,,,,
-1.03104,0.00245667,,,,,,
-1.02859,0.00245087,,,,,,
-1.02615,0.00244019,,,,,,
-1.02371,0.00243652,,,,,,
-1.02127,0.00243225,,,,,,
-1.01883,0.00242737,,,,,,
-1.01639,0.00242249,,,,,,
-1.01395,0.00242828,,,,,,
-1.01151,0.00242737,,,,,,
-1.00906,0.00242493,,,,,,
-1.00662,0.00242401,,,,,,
-1.00418,0.00243195,,,,,,
-1.00174,0.00243286,,,,,,
-0.999298,0.00243164,,,,,,
-0.996857,0.00243347,,,,,,
-0.994415,0.00243683,,,,,,
-0.991974,0.00240326,,,,,,
-0.989532,0.00243134,,,,,,
-0.987091,0.00247528,,,,,,
-0.98465,0.00244537,,,,,,
-0.982208,0.00240814,,,,,,
-0.979767,0.00245422,,,,,,
-0.977325,0.00248932,,,,,,
-0.974884,0.00245178,,,,,,
-0.972443,0.00244049,,,,,,
-0.970001,0.00250366,,,,,,
-0.96756,0.00248932,,,,,,
-0.965118,0.00245575,,,,,,
-0.962677,0.00247772,,,,,,
-0.960236,0.00254578,,,,,,
-0.957794,0.00255707,,,,,,
-0.955353,0.00252838,,,,,,
-0.952911,0.00256927,,,,,,
-0.95047,0.00261536,,,,,,
-0.948029,0.00258911,,,,,,
-0.945587,0.00255981,,,,,,
-0.943146,0.00261627,,,,,,
-0.940704,0.00264709,,,,,,
-0.938263,0.00260742,,,,,,
-0.935822,0.00261078,,,,,,
-0.93338,0.00267365,,,,,,
-0.930939,0.00268494,,,,,,
-0.928497,0.00263367,,,,,,
-0.926056,0.00264954,,,,,,
-0.923615,0.00271576,,,,,,
-0.921173,0.00269623,,,,,,
-0.918732,0.0026532,,,,,,
-0.91629,0.00269531,,,,,,
-0.913849,0.00273315,,,,,,
-0.911407,0.00269318,,,,,,
-0.908966,0.00266663,,,,,,
-0.906525,0.00272308,,,,,,
-0.904083,0.00274261,,,,,,
-0.901642,0.00268951,,,,,,
-0.8992,0.00269562,,,,,,
-0.896759,0.00276062,,,,,,
-0.894318,0.00273956,,,,,,
-0.891876,0.00275269,,,,,,
-0.889435,0.00276001,,,,,,
-0.886993,0.00276794,,,,,,
-0.884552,0.00277954,,,,,,
-0.882111,0.00278839,,,,,,
