Figure 3 data,,,,,,,,,,,
Exp 1 (11/17),,,,Exp 3 (12/1),,,,Exp 6 (10/11),,,
300 mV/s,,,,300 mV/s,,,,300 mV/s,,,
WE Potential (V),Adjusted Potential (WE Potential + 0 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.2 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.9 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2)
-0.878601,-0.878601,-0.005829271,-5.829271082,-0.879211,-1.079211,-0.007575338,-7.575337899,-0.219482,-1.119482,0.014273612,14.27361202
-0.879517,-0.879517,-0.00580871,-5.808709893,-0.880432,-1.080432,-0.007625408,-7.625408293,-0.218475,-1.118475,0.014208727,14.20872675
-0.881348,-0.881348,-0.005822421,-5.822421095,-0.881348,-1.081348,-0.007663695,-7.663694579,-0.217407,-1.117407,0.014299592,14.29959164
-0.882263,-0.882263,-0.005798424,-5.798423684,-0.881958,-1.081958,-0.007701991,-7.701990516,-0.216278,-1.116278,0.014130873,14.13087292
-0.883789,-0.883789,-0.005757301,-5.757301306,-0.883484,-1.083484,-0.007752061,-7.75206091,-0.21524,-1.11524,0.014040051,14.04005055
-0.884094,-0.884094,-0.005781299,-5.781298718,-0.884705,-1.084705,-0.007752061,-7.75206091,-0.214142,-1.114142,0.014234706,14.23470637
-0.88501,-0.88501,-0.005836121,-5.836121068,-0.885315,-1.085315,-0.007749108,-7.749107645,-0.213074,-1.113074,0.013988134,13.98813383
-0.88623,-0.88623,-0.005805285,-5.8052849,-0.88623,-1.08623,-0.007813906,-7.813905761,-0.212067,-1.112067,0.013832426,13.83242618
-0.887146,-0.887146,-0.005767588,-5.767587515,-0.887451,-1.087451,-0.007837474,-7.837473976,-0.210907,-1.110907,0.013988134,13.98813383
-0.888672,-0.888672,-0.005781299,-5.781298718,-0.888672,-1.088672,-0.007849248,-7.849248433,-0.20993,-1.10993,0.01391028,13.91028
-0.889282,-0.889282,-0.005794999,-5.794998691,-0.889587,-1.089587,-0.007849248,-7.849248433,-0.208832,-1.108832,0.013728635,13.72863525
-0.890808,-0.890808,-0.005798424,-5.798423684,-0.891418,-1.091418,-0.007937615,-7.937614764,-0.207794,-1.107794,0.013689687,13.68968708
-0.891724,-0.891724,-0.005791574,-5.791573697,-0.892334,-1.092334,-0.007928774,-7.928774271,-0.206726,-1.106726,0.013715667,13.7156667
-0.892944,-0.892944,-0.005825846,-5.825846089,-0.892944,-1.092944,-0.00795823,-7.958229714,-0.205658,-1.105658,0.013624844,13.62484433
-0.894165,-0.894165,-0.005774438,-5.774437502,-0.894165,-1.094165,-0.007987685,-7.987685158,-0.204559,-1.104559,0.013559959,13.55995906
-0.895081,-0.895081,-0.005777862,-5.777862495,-0.895081,-1.095081,-0.008052483,-8.052483274,-0.203552,-1.103552,0.013482105,13.48210523
-0.895691,-0.895691,-0.005825846,-5.825846089,-0.895691,-1.095691,-0.008052483,-8.052483274,-0.202454,-1.102454,0.013508042,13.50804233
-0.897522,-0.897522,-0.005832696,-5.832696075,-0.897217,-1.097217,-0.008093713,-8.093713174,-0.201355,-1.101355,0.013404251,13.40425141
-0.898132,-0.898132,-0.005832696,-5.832696075,-0.897522,-1.097522,-0.008152624,-8.152624062,-0.200378,-1.100378,0.013365303,13.36530324
-0.899353,-0.899353,-0.005849832,-5.849832271,-0.899353,-1.099353,-0.008161455,-8.161454904,-0.199249,-1.099249,0.013352335,13.35233469
-0.900574,-0.900574,-0.005870393,-5.870393459,-0.900574,-1.100574,-0.00818207,-8.182069854,-0.198151,-1.098151,0.013209596,13.20959559
-0.901489,-0.901489,-0.005860118,-5.86011848,-0.901489,-1.101489,-0.008258652,-8.258652078,-0.197174,-1.097174,0.013157679,13.15767887
-0.90271,-0.90271,-0.005842982,-5.842982284,-0.90271,-1.10271,-0.008293995,-8.29399475,-0.196045,-1.096045,0.013196627,13.19662704
-0.903625,-0.903625,-0.005925227,-5.925227039,-0.903625,-1.103625,-0.008302835,-8.302835243,-0.194977,-1.094977,0.013209596,13.20959559
-0.904541,-0.904541,-0.005914941,-5.91494083,-0.904236,-1.104236,-0.008355849,-8.355849251,-0.193939,-1.093939,0.01301494,13.01493977
-0.905762,-0.905762,-0.005904666,-5.904665851,-0.905457,-1.105457,-0.008408863,-8.408863259,-0.192871,-1.092871,0.013001971,13.00197122
-0.906372,-0.906372,-0.005921802,-5.921802046,-0.906982,-1.106982,-0.008432422,-8.432421824,-0.191772,-1.091772,0.013053888,13.05388794
-0.907593,-0.907593,-0.005983486,-5.983485613,-0.907898,-1.107898,-0.008485436,-8.485435832,-0.190704,-1.090704,0.012911149,12.91114885
-0.909424,-0.909424,-0.005993761,-5.993760592,-0.910034,-1.110034,-0.008517835,-8.51783489,-0.189728,-1.089728,0.01289818,12.8981803
-0.910034,-0.910034,-0.005949213,-5.949213221,-0.909729,-1.109729,-0.008582633,-8.582633005,-0.188599,-1.088599,0.012859232,12.85923212
-0.910339,-0.910339,-0.005980061,-5.980060619,-0.911255,-1.111255,-0.008564962,-8.564961669,-0.187531,-1.087531,0.012703524,12.70352448
-0.912476,-0.912476,-0.006007472,-6.007471795,-0.911865,-1.111865,-0.008662159,-8.662158843,-0.186432,-1.086432,0.012573754,12.57375393
-0.913391,-0.913391,-0.005986911,-5.986910606,-0.912781,-1.112781,-0.008706342,-8.706342009,-0.185333,-1.085333,0.012690556,12.69055593
-0.914307,-0.914307,-0.006062305,-6.062305375,-0.914917,-1.114917,-0.008694558,-8.694557901,-0.184265,-1.084265,0.012677587,12.67758738
-0.915527,-0.915527,-0.006089717,-6.08971655,-0.915527,-1.115527,-0.00872106,-8.721060079,-0.183228,-1.083228,0.0124959,12.49590011
-0.916443,-0.916443,-0.00606573,-6.065730368,-0.916748,-1.116748,-0.008850656,-8.850656311,-0.18222,-1.08222,0.012508869,12.50886866
-0.917358,-0.917358,-0.006076017,-6.076016577,-0.917358,-1.117358,-0.008832985,-8.832984975,-0.181122,-1.081122,0.012560785,12.56078538
-0.918274,-0.918274,-0.0061377,-6.137700143,-0.918579,-1.118579,-0.008871271,-8.871271261,-0.180054,-1.080054,0.01252188,12.52187973
-0.920105,-0.920105,-0.006134275,-6.13427515,-0.919495,-1.119495,-0.008927239,-8.927238534,-0.179016,-1.079016,0.012288276,12.28827574
-0.920715,-0.920715,-0.006141125,-6.141125137,-0.920715,-1.120715,-0.008971412,-8.971412049,-0.177948,-1.077948,0.012301287,12.30128681
-0.921936,-0.921936,-0.006192534,-6.192533723,-0.921631,-1.121631,-0.00899498,-8.994980264,-0.176849,-1.076849,0.012392109,12.39210918
-0.922852,-0.922852,-0.006206234,-6.206233696,-0.923157,-1.123157,-0.009027379,-9.027379322,-0.175812,-1.075812,0.012236402,12.23640154
-0.923157,-0.923157,-0.006147975,-6.147975123,-0.924072,-1.124072,-0.009092177,-9.092177438,-0.174713,-1.074713,0.012197453,12.19745336
-0.925293,-0.925293,-0.00614455,-6.14455013,-0.924988,-1.124988,-0.009115736,-9.115736002,-0.173584,-1.073584,0.012184485,12.18448481
-0.925598,-0.925598,-0.006182248,-6.182247514,-0.926819,-1.126819,-0.009156976,-9.156975554,-0.172577,-1.072577,0.012054714,12.05471427
-0.926819,-0.926819,-0.006185673,-6.185672507,-0.927429,-1.127429,-0.009227661,-9.227660898,-0.171478,-1.071478,0.01197686,11.97686044
-0.92804,-0.92804,-0.006168536,-6.168536312,-0.928345,-1.128345,-0.009227661,-9.227660898,-0.170441,-1.070441,0.012054714,12.05471427
-0.92926,-0.92926,-0.006233656,-6.233656101,-0.92926,-1.12926,-0.009251219,-9.251219462,-0.169373,-1.069373,0.011989829,11.98982899
-0.930176,-0.930176,-0.006278203,-6.278203472,-0.930176,-1.130176,-0.009307177,-9.307177084,-0.168304,-1.068304,0.011860101,11.86010097
-0.931702,-0.931702,-0.006271353,-6.271353485,-0.931396,-1.131396,-0.009383759,-9.383759308,-0.167236,-1.067236,0.011834121,11.83412135
-0.932312,-0.932312,-0.006315901,-6.315900856,-0.932617,-1.132617,-0.009398487,-9.39848703,-0.166138,-1.066138,0.01187307,11.87306952
-0.934143,-0.934143,-0.006305615,-6.305614647,-0.933533,-1.133533,-0.009436773,-9.436773316,-0.1651,-1.0651,0.011808184,11.80818425
-0.935059,-0.935059,-0.006309051,-6.30905087,-0.934753,-1.134753,-0.009510412,-9.510411925,-0.164063,-1.064063,0.011665445,11.66544515
-0.935669,-0.935669,-0.006329612,-6.329612058,-0.935669,-1.135669,-0.009560482,-9.560482319,-0.162964,-1.062964,0.011704393,11.70439332
-0.93689,-0.93689,-0.006370734,-6.370734436,-0.93689,-1.13689,-0.0095752,-9.57520039,-0.161926,-1.061926,0.011756268,11.75626752
-0.9375,-0.9375,-0.006384434,-6.384434409,-0.93811,-1.13811,-0.009637055,-9.637054892,-0.160858,-1.060858,0.011587591,11.58759133
-0.939026,-0.939026,-0.006254217,-6.25421729,-0.939331,-1.139331,-0.00965766,-9.657660191,-0.159821,-1.059821,0.011587591,11.58759133
-0.939636,-0.939636,-0.006278203,-6.278203472,-0.939941,-1.139941,-0.009716532,-9.716532473,-0.158752,-1.058752,0.01160056,11.60055988
-0.940552,-0.940552,-0.006329612,-6.329612058,-0.940857,-1.140857,-0.009772509,-9.772509398,-0.157684,-1.057684,0.01132805,11.32805023
-0.942383,-0.942383,-0.006291915,-6.291914674,-0.941467,-1.141467,-0.009834374,-9.834373551,-0.156586,-1.056586,0.011418915,11.41891513
-0.942688,-0.942688,-0.006319326,-6.319325849,-0.943298,-1.143298,-0.009860914,-9.860914334,-0.155548,-1.055548,0.011522706,11.52270605
-0.943604,-0.943604,-0.006360448,-6.360448227,-0.944214,-1.144214,-0.009878576,-9.878576019,-0.15448,-1.05448,0.011392936,11.39293551
-0.945129,-0.945129,-0.006353598,-6.35359824,-0.945129,-1.145129,-0.009993425,-9.993425226,-0.153381,-1.053381,0.011224259,11.22425931
-0.946045,-0.946045,-0.006346748,-6.346748254,-0.94635,-1.14635,-0.009999312,-9.999312454,-0.152252,-1.052252,0.011237228,11.23722786
-0.947571,-0.947571,-0.006367309,-6.367309443,-0.947571,-1.147571,-0.010016974,-10.01697414,-0.151276,-1.051276,0.011250196,11.25019641
-0.949097,-0.949097,-0.006363873,-6.36387322,-0.947876,-1.147876,-0.01008183,-10.08183016,-0.150146,-1.050146,0.011146405,11.14640549
-0.949707,-0.949707,-0.006391296,-6.391295625,-0.949707,-1.149707,-0.010155469,-10.15546877,-0.149109,-1.049109,0.011094489,11.09448876
-0.950623,-0.950623,-0.006425568,-6.425568016,-0.951233,-1.151233,-0.010179018,-10.17901768,-0.148071,-1.048071,0.011120468,11.12046838
-0.951233,-0.951233,-0.00646669,-6.466690394,-0.951538,-1.151538,-0.010226116,-10.22611551,-0.146973,-1.046973,0.011042615,11.04261456
-0.952759,-0.952759,-0.006446129,-6.446129205,-0.952454,-1.152454,-0.010296762,-10.29676225,-0.145966,-1.045966,0.011016635,11.01663494
-0.953674,-0.953674,-0.006446129,-6.446129205,-0.953674,-1.153674,-0.010358626,-10.3586264,-0.144928,-1.044928,0.011042615,11.04261456
-0.954895,-0.954895,-0.006528374,-6.52837396,-0.95459,-1.15459,-0.01037928,-10.37927996,-0.143799,-1.043799,0.010964761,10.96476074
-0.955811,-0.955811,-0.00654551,-6.545510156,-0.956116,-1.156116,-0.010452919,-10.45291857,-0.142761,-1.042761,0.010873896,10.87389584
-0.957336,-0.957336,-0.006483827,-6.483826589,-0.956726,-1.156726,-0.010500016,-10.50001639,-0.141693,-1.041693,0.010860927,10.86092729
-0.958252,-0.958252,-0.006535224,-6.535223946,-0.958252,-1.158252,-0.010529453,-10.52945253,-0.140564,-1.040564,0.010860927,10.86092729
-0.958862,-0.958862,-0.006528374,-6.52837396,-0.959473,-1.159473,-0.010582534,-10.5825341,-0.139526,-1.039526,0.010783073,10.78307347
-0.960083,-0.960083,-0.00655921,-6.559210128,-0.960388,-1.160388,-0.010700279,-10.70027867,-0.138489,-1.038489,0.010666271,10.66627147
-0.961304,-0.961304,-0.006607194,-6.607193722,-0.961609,-1.161609,-0.010697383,-10.69738331,-0.137451,-1.037451,0.010757136,10.75713637
-0.962524,-0.962524,-0.00663118,-6.631179904,-0.962524,-1.162524,-0.010729811,-10.72981132,-0.136292,-1.036292,0.010653303,10.65330292
-0.963135,-0.963135,-0.006511238,-6.511237764,-0.963745,-1.163745,-0.010844661,-10.84466053,-0.135254,-1.035254,0.010627366,10.62736582
-0.964355,-0.964355,-0.006370734,-6.370734436,-0.964661,-1.164661,-0.01090942,-10.90942004,-0.134186,-1.034186,0.010588418,10.58841765
-0.965576,-0.965576,-0.006487252,-6.487251582,-0.965271,-1.165271,-0.010965397,-10.96539696,-0.133148,-1.033148,0.010627366,10.62736582
-0.966797,-0.966797,-0.00655236,-6.552360142,-0.966492,-1.166492,-0.011027261,-11.02726112,-0.13205,-1.03205,0.010445721,10.44572107
-0.967102,-0.967102,-0.006514663,-6.514662758,-0.967712,-1.167712,-0.011095012,-11.0950125,-0.131073,-1.031073,0.010549512,10.549512
-0.968323,-0.968323,-0.006494102,-6.494101569,-0.969238,-1.169238,-0.011127344,-11.127344,-0.129883,-1.029883,0.010484627,10.48462672
-0.969543,-0.969543,-0.006569496,-6.569496338,-0.969849,-1.169849,-0.011159772,-11.15977201,-0.128876,-1.028876,0.010393804,10.39380435
-0.970764,-0.970764,-0.006603769,-6.603768729,-0.971375,-1.171375,-0.011259951,-11.2599514,-0.127777,-1.027777,0.010354856,10.35485618
-0.971375,-0.971375,-0.006535224,-6.535223946,-0.971985,-1.171985,-0.011310041,-11.3100411,-0.12674,-1.02674,0.010315951,10.31595053
-0.9729,-0.9729,-0.006603769,-6.603768729,-0.973206,-1.173206,-0.011342373,-11.3423726,-0.125702,-1.025702,0.010419741,10.41974145
-0.974426,-0.974426,-0.006658602,-6.658602309,-0.973816,-1.173816,-0.011419003,-11.41900308,-0.124603,-1.024603,0.010315951,10.31595053
-0.975037,-0.975037,-0.006641466,-6.641466113,-0.975037,-1.175037,-0.01148965,-11.48964981,-0.123566,-1.023566,0.010173211,10.17321143
-0.975952,-0.975952,-0.006686013,-6.686013484,-0.975952,-1.175952,-0.011527965,-11.52796505,-0.122467,-1.022467,0.010380836,10.3808358
-0.977173,-0.977173,-0.006730561,-6.730560855,-0.977783,-1.177783,-0.011604499,-11.60449902,-0.121368,-1.021368,0.01018618,10.18617998
-0.978088,-0.978088,-0.006716861,-6.716860882,-0.978394,-1.178394,-0.011666363,-11.66636317,-0.1203,-1.0203,0.010121295,10.12129471
-0.979614,-0.979614,-0.006737422,-6.737422071,-0.979309,-1.179309,-0.011728227,-11.72822733,-0.119354,-1.019354,0.010199149,10.19914853
-0.98053,-0.98053,-0.006833378,-6.833378028,-0.98053,-1.18053,-0.011731219,-11.7312192,-0.118195,-1.018195,0.010095358,10.09535761
-0.98175,-0.98175,-0.006867639,-6.86763919,-0.982056,-1.182056,-0.011822519,-11.82251949,-0.117157,-1.017157,0.010017504,10.01750378
-0.982666,-0.982666,-0.006864214,-6.864214197,-0.982666,-1.182666,-0.011899053,-11.89905346,-0.116058,-1.016058,0.010108326,10.10832616
-0.983582,-0.983582,-0.0068745,-6.874500406,-0.983582,-1.183582,-0.011910828,-11.91082792,-0.115051,-1.015051,0.010134263,10.13426326
-0.984802,-0.984802,-0.006946459,-6.946458952,-0.985107,-1.185107,-0.012002128,-12.00212821,-0.113861,-1.013861,0.009978556,9.978555611
-0.986023,-0.986023,-0.006929323,-6.929322756,-0.986023,-1.186023,-0.012078759,-12.07875869,-0.112885,-1.012885,0.009965587,9.965587061
-0.986938,-0.986938,-0.00696017,-6.960170154,-0.987244,-1.187244,-0.012125857,-12.12585652,-0.111786,-1.011786,0.009952619,9.95261851
-0.987549,-0.987549,-0.007015004,-7.015003734,-0.987549,-1.187549,-0.012196503,-12.19650326,-0.110718,-1.010718,0.009926639,9.926638889
-0.98877,-0.98877,-0.007062976,-7.062976098,-0.989075,-1.189075,-0.012267247,-12.26724651,-0.10968,-1.00968,0.009900702,9.900701788
-0.990601,-0.990601,-0.007069837,-7.069837314,-0.989685,-1.189685,-0.012355555,-12.35555493,-0.108551,-1.008551,0.009770931,9.770931242
-0.991211,-0.991211,-0.007104098,-7.104098476,-0.991211,-1.191211,-0.012402749,-12.40274927,-0.107483,-1.007483,0.009861796,9.861796136
-0.992126,-0.992126,-0.007141796,-7.14179586,-0.992432,-1.192432,-0.012467509,-12.46750878,-0.106445,-1.006445,0.009796911,9.796910863
-0.993347,-0.993347,-0.007114385,-7.114384685,-0.993347,-1.193347,-0.012564696,-12.5646963,-0.105408,-1.005408,0.009680109,9.680108868
-0.994568,-0.994568,-0.007189779,-7.189779454,-0.994873,-1.194873,-0.01260002,-12.60001967,-0.104279,-1.004279,0.009744994,9.74499414
-0.995178,-0.995178,-0.007251463,-7.25146302,-0.995483,-1.195483,-0.012638335,-12.63833491,-0.103241,-1.003241,0.009719057,9.719057039
-0.996704,-0.996704,-0.007230902,-7.230901831,-0.996399,-1.196399,-0.012753184,-12.75318412,-0.102234,-1.002234,0.009628192,9.628192145
-0.997314,-0.997314,-0.007217191,-7.217190629,-0.99762,-1.19762,-0.012820936,-12.8209355,-0.101135,-1.001135,0.009680109,9.680108868
-0.99884,-0.99884,-0.007313147,-7.313146587,-0.99884,-1.19884,-0.012868033,-12.86803333,-0.100037,-1.000037,0.00966714,9.667140317
-1.00006,-1.00006,-0.007306297,-7.3062966,-0.999451,-1.199451,-0.012968213,-12.96821272,-0.0990295,-0.9990295,0.00953737,9.537369771
-1.00067,-1.00067,-0.007350844,-7.350843971,-1.00098,-1.20098,-0.013068296,-13.0682956,-0.0979614,-0.9979614,0.009563349,9.563349392
-1.00128,-1.00128,-0.007395391,-7.395391342,-1.00159,-1.20159,-0.013100724,-13.10072361,-0.0969238,-0.9969238,0.009602255,9.602255044
-1.00311,-1.00311,-0.007391966,-7.391966349,-1.00281,-1.20281,-0.013162588,-13.16258776,-0.0957642,-0.9957642,0.009498464,9.498464119
-1.00372,-1.00372,-0.007419389,-7.419388753,-1.00372,-1.20372,-0.013283324,-13.2833242,-0.0947876,-0.9947876,0.009433579,9.433578846
-1.00525,-1.00525,-0.007436514,-7.436513719,-1.00494,-1.20494,-0.013339301,-13.33930112,-0.093689,-0.993689,0.009524401,9.52440122
-1.00647,-1.00647,-0.007491347,-7.491347299,-1.00616,-1.20616,-0.013415932,-13.4159316,-0.0925903,-0.9925903,0.009550338,9.550338322
-1.00677,-1.00677,-0.007529045,-7.529044684,-1.00739,-1.20739,-0.013530781,-13.53078081,-0.0915222,-0.9915222,0.009342756,9.342756472
-1.00861,-1.00861,-0.007491347,-7.491347299,-1.00922,-1.20922,-0.01359554,-13.59554032,-0.0905457,-0.9905457,0.009394631,9.394630674
-1.00891,-1.00891,-0.007559892,-7.559892082,-1.00922,-1.20922,-0.013636751,-13.63675092,-0.089386,-0.989386,0.009459516,9.459515947
-1.01044,-1.01044,-0.007628426,-7.628425634,-1.01074,-1.21074,-0.013698615,-13.69861507,-0.0883484,-0.9883484,0.009342756,9.342756472
-1.01166,-1.01166,-0.007618151,-7.618150655,-1.01166,-1.21166,-0.013819352,-13.81935151,-0.0873108,-0.9873108,0.009212986,9.212985926
-1.01288,-1.01288,-0.007642137,-7.642136837,-1.01288,-1.21288,-0.013857667,-13.85766675,-0.0862122,-0.9862122,0.009368694,9.368693573
-1.01349,-1.01349,-0.007672984,-7.672984235,-1.01379,-1.21379,-0.013937193,-13.93719259,-0.0852051,-0.9852051,0.009303808,9.3038083
-1.01501,-1.01501,-0.007679834,-7.679834221,-1.01471,-1.21471,-0.014031485,-14.03148475,-0.0840759,-0.9840759,0.009251892,9.251891578
-1.01563,-1.01563,-0.007686684,-7.686684208,-1.01593,-1.21593,-0.014122785,-14.12278504,-0.0829773,-0.9829773,0.009264903,9.264902648
-1.01654,-1.01654,-0.007724382,-7.724381592,-1.01654,-1.21654,-0.014187545,-14.18754456,-0.0819397,-0.9819397,0.009329745,9.329745401
-1.01776,-1.01776,-0.007813488,-7.813487563,-1.01807,-1.21807,-0.014270062,-14.27006226,-0.0809021,-0.9809021,0.009187006,9.187006305
-1.01898,-1.01898,-0.007779215,-7.779215172,-1.01898,-1.21898,-0.014340709,-14.340709,-0.0798035,-0.9798035,0.009200017,9.200017375
-1.0199,-1.0199,-0.007840899,-7.840898738,-1.0202,-1.2202,-0.014420235,-14.42023484,-0.0787659,-0.9787659,0.009251892,9.251891578
-1.02112,-1.02112,-0.007912869,-7.912868514,-1.02112,-1.22112,-0.01450864,-14.50863978,-0.0776672,-0.9776672,0.009174038,9.174037754
-1.02203,-1.02203,-0.007930005,-7.93000471,-1.02203,-1.22203,-0.014647038,-14.6470379,-0.0766296,-0.9766296,0.00904431,9.044309728
-1.02325,-1.02325,-0.007960841,-7.960840878,-1.02325,-1.22325,-0.01470591,-14.70591018,-0.075531,-0.975531,0.009174038,9.174037754
-1.02448,-1.02448,-0.008049947,-8.049946849,-1.02539,-1.22539,-0.014773662,-14.77366156,-0.0744934,-0.9744934,0.009083215,9.08321538
-1.02509,-1.02509,-0.008036236,-8.036235647,-1.0257,-1.2257,-0.014862066,-14.8620665,-0.0734253,-0.9734253,0.009070247,9.070246829
-1.02661,-1.02661,-0.008039661,-8.03966064,-1.02661,-1.22661,-0.014965141,-14.96514125,-0.0723572,-0.9723572,0.009122164,9.122163552
-1.02722,-1.02722,-0.008094494,-8.09449422,-1.02753,-1.22753,-0.015009344,-15.00934371,-0.0713196,-0.9713196,0.009174038,9.174037754
-1.02844,-1.02844,-0.008156178,-8.156177786,-1.02875,-1.22875,-0.015082982,-15.08298232,-0.0701904,-0.9701904,0.008992393,8.992393006
-1.02905,-1.02905,-0.008180175,-8.180175198,-1.02997,-1.22997,-0.015239042,-15.23904213,-0.0691223,-0.9691223,0.008992393,8.992393006
-1.03119,-1.03119,-0.008180175,-8.180175198,-1.03058,-1.23058,-0.015312681,-15.31268074,-0.0681152,-0.9681152,0.009096184,9.096183931
-1.0318,-1.0318,-0.008238434,-8.238433771,-1.0321,-1.2321,-0.015371553,-15.37155302,-0.0670471,-0.9670471,0.009083215,9.08321538
-1.03302,-1.03302,-0.008320679,-8.320678526,-1.03333,-1.23333,-0.015492289,-15.49228946,-0.0659485,-0.9659485,0.008966413,8.966413385
-1.03333,-1.03333,-0.008279556,-8.279556149,-1.03363,-1.23363,-0.01561901,-15.61900963,-0.0648499,-0.9648499,0.008966413,8.966413385
-1.03485,-1.03485,-0.008344665,-8.344664708,-1.03546,-1.23546,-0.015669099,-15.66909933,-0.0638733,-0.9638733,0.009070247,9.070246829
-1.03607,-1.03607,-0.008385787,-8.385787086,-1.03668,-1.23668,-0.015813385,-15.81338468,-0.0628052,-0.9628052,0.008992393,8.992393006
-1.03699,-1.03699,-0.008389212,-8.389212079,-1.03729,-1.23729,-0.015937113,-15.93711298,-0.061676,-0.961676,0.008901571,8.901570631
-1.0379,-1.0379,-0.008382362,-8.382362093,-1.03882,-1.23882,-0.015948887,-15.94888744,-0.0606384,-0.9606384,0.00904431,9.044309728
-1.03912,-1.03912,-0.008505729,-8.505729225,-1.03943,-1.23943,-0.016057849,-16.05784942,-0.0595398,-0.9595398,0.00888856,8.888559561
-1.04004,-1.04004,-0.008492029,-8.492029253,-1.04065,-1.24065,-0.016219796,-16.21979645,-0.0584412,-0.9584412,0.008836685,8.836685358
-1.04126,-1.04126,-0.008546852,-8.546851603,-1.04187,-1.24187,-0.016272878,-16.27287802,-0.0574646,-0.9574646,0.008862622,8.86262246
