Figure 3 data,,,,,,,,,,,
Exp 1 (11/17),,,,Exp 3 (12/1),,,,Exp 6 (10/11),,,
300 mV/s,,,,300 mV/s,,,,300 mV/s,,,
WE Potential (V),Adjusted Potential (WE Potential + 0 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.2 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.9 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2)
0.616699,0.616699,0.005411186,5.41118609,1.12488,0.92488,0.000918936,0.918936496,1.52344,0.62344,-0.043002438,-43.00243829
0.617737,0.617737,0.005387189,5.387188678,1.12366,0.92366,0.000827632,0.827632341,1.52283,0.62283,-0.044507641,-44.50764056
0.618774,0.618774,0.005397475,5.397474888,1.12244,0.92244,0.000706875,0.706874673,1.52222,0.62222,-0.045000871,-45.00087068
0.619873,0.619873,0.005431747,5.431747279,1.12122,0.92122,0.000624406,0.624406186,1.521,0.621,-0.044014836,-44.01483563
0.620972,0.620972,0.005404325,5.404324874,1.1203,0.9203,0.000536047,0.536046611,1.52008,0.62008,-0.044572696,-44.57269591
0.622009,0.622009,0.0054009,5.400899881,1.11908,0.91908,0.000441797,0.441796912,1.51886,0.61886,-0.043975717,-43.97571738
0.623108,0.623108,0.005431747,5.431747279,1.11816,0.91816,0.000318094,0.318093699,1.51642,0.61642,-0.044546759,-44.54675881
0.624146,0.624146,0.005397475,5.397474888,1.11694,0.91694,0.000247406,0.247406425,1.51611,0.61611,-0.045156493,-45.15649329
0.625183,0.625183,0.005411186,5.41118609,1.11603,0.91603,0.00013843,0.138429969,1.5152,0.6152,-0.051592721,-51.59272118
0.626282,0.626282,0.005424886,5.424886063,1.11481,0.91481,4.12E-05,0.04123434,1.51398,0.61398,-0.047868409,-47.86840856
0.62735,0.62735,0.005442022,5.442022258,1.11389,0.91389,-5.89E-05,-0.058906255,1.51337,0.61337,-0.046168891,-46.16889063
0.628448,0.628448,0.005414611,5.414611083,1.11298,0.91298,-0.00013843,-0.138429969,1.51306,0.61306,-0.044637326,-44.63732606
0.629486,0.629486,0.005404325,5.404324874,1.11176,0.91176,-0.000262132,-0.262132217,1.51154,0.61154,-0.041925538,-41.92553835
0.630554,0.630554,0.005442022,5.442022258,1.11084,0.91084,-0.000350492,-0.350491792,1.51001,0.61001,-0.039758557,-39.75855732
0.631653,0.631653,0.005435172,5.435172272,1.10992,0.90992,-0.000406453,-0.406453275,1.5094,0.6094,-0.038214407,-38.21440688
0.632721,0.632721,0.005421461,5.42146107,1.10809,0.90809,-0.000500703,-0.500702974,1.50787,0.60787,-0.037085463,-37.08546265
0.633728,0.633728,0.005442022,5.442022258,1.10718,0.90718,-0.000630296,-0.63029631,1.50665,0.60665,-0.03764345,-37.64345049
0.634827,0.634827,0.005442022,5.442022258,1.10657,0.90657,-0.000692148,-0.692147916,1.50543,0.60543,-0.03637181,-36.37180969
0.635895,0.635895,0.005445447,5.445447252,1.10535,0.90535,-0.000751054,-0.751053978,1.50482,0.60482,-0.035671083,-35.67108276
0.636932,0.636932,0.005445447,5.445447252,1.10413,0.90413,-0.000857086,-0.857085855,1.50391,0.60391,-0.035645146,-35.64514566
0.638,0.638,0.005448872,5.448872245,1.10321,0.90321,-0.000957226,-0.957225678,1.50299,0.60299,-0.035242865,-35.24286547
0.639099,0.639099,0.005431747,5.431747279,1.1026,0.9026,-0.000992567,-0.992567384,1.50146,0.60146,-0.035502407,-35.50240656
0.640106,0.640106,0.005455733,5.455733461,1.10138,0.90138,-0.001080934,-1.080933716,1.50055,0.60055,-0.035787885,-35.78788475
0.641205,0.641205,0.005466008,5.46600844,1.09985,0.89985,-0.001163394,-1.163393516,1.49872,0.59872,-0.035684051,-35.68405131
0.642273,0.642273,0.005459158,5.459158454,1.09955,0.89955,-0.001245863,-1.245862968,1.49811,0.59811,-0.035710031,-35.71003093
0.643341,0.643341,0.005438597,5.438597265,1.09833,0.89833,-0.001316558,-1.316557963,1.49719,0.59719,-0.036034415,-36.03441478
0.64444,0.64444,0.005448872,5.448872245,1.0968,0.8968,-0.001416699,-1.416698751,1.49658,0.59658,-0.037500711,-37.50071139
0.645599,0.645599,0.005469445,5.469444663,1.09528,0.89528,-0.001463816,-1.46381588,1.49536,0.59536,-0.038279292,-38.27929215
0.646545,0.646545,0.005455733,5.455733461,1.09497,0.89497,-0.001534511,-1.534510875,1.49414,0.59414,-0.037928929,-37.92892868
0.647644,0.647644,0.005438597,5.438597265,1.09375,0.89375,-0.001599299,-1.59929934,1.49323,0.59323,-0.038227375,-38.22737543
0.648712,0.648712,0.005462583,5.462583447,1.09344,0.89344,-0.001693553,-1.693552899,1.49261,0.59261,-0.039524953,-39.52495333
0.64978,0.64978,0.005455733,5.455733461,1.09131,0.89131,-0.001711224,-1.711224235,1.49078,0.59078,-0.039460111,-39.46011057
0.650879,0.650879,0.005459158,5.459158454,1.0907,0.8907,-0.001755407,-1.755407401,1.48987,0.58987,-0.03868153,-38.68152982
0.651917,0.651917,0.00547972,5.479719643,1.09009,0.89009,-0.001829036,-1.829036359,1.48865,0.58865,-0.038785321,-38.78532074
0.652954,0.652954,0.005493431,5.493430845,1.08795,0.88795,-0.001870276,-1.87027591,1.48743,0.58743,-0.038214407,-38.21440688
0.654053,0.654053,0.005445447,5.445447252,1.08704,0.88704,-0.001911506,-1.911505811,1.48712,0.58712,-0.038097605,-38.09760488
0.65509,0.65509,0.005466008,5.46600844,1.08643,0.88643,-0.002002816,-2.002815756,1.4856,0.5856,-0.038396052,-38.39605162
0.656219,0.656219,0.005476295,5.476294649,1.0849,0.8849,-0.002029318,-2.029317935,1.48468,0.58468,-0.038889154,-38.88915419
0.657257,0.657257,0.005483145,5.483144636,1.08398,0.88398,-0.002076445,-2.076444714,1.48376,0.58376,-0.040524127,-40.524127
0.658264,0.658264,0.005339216,5.339216314,1.08307,0.88307,-0.002126515,-2.126515108,1.48285,0.58285,-0.039927234,-39.92723352
0.659332,0.659332,0.00532208,5.322080119,1.08215,0.88215,-0.002182473,-2.18247273,1.48132,0.58132,-0.041549238,-41.54923778
0.660461,0.660461,0.00532893,5.328930105,1.08124,0.88124,-0.002217815,-2.217815402,1.48071,0.58071,-0.043729102,-43.72910232
0.661499,0.661499,0.00532893,5.328930105,1.07971,0.87971,-0.002264942,-2.264942182,1.47949,0.57949,-0.046726751,-46.72675091
0.662567,0.662567,0.00532208,5.322080119,1.07941,0.87941,-0.002344468,-2.34446802,1.47827,0.57827,-0.043729102,-43.72910232
0.663666,0.663666,0.005339216,5.339216314,1.07758,0.87758,-0.002382754,-2.382754306,1.47705,0.57705,-0.050217204,-50.21720442
0.664703,0.664703,0.005346066,5.346066301,1.07635,0.87635,-0.002394538,-2.394538414,1.47644,0.57644,-0.047362422,-47.36242249
0.665771,0.665771,0.005359778,5.359777503,1.07574,0.87574,-0.002444609,-2.444608808,1.47552,0.57552,-0.050295016,-50.29501573
0.66684,0.66684,0.005376914,5.376913699,1.07483,0.87483,-0.002518238,-2.518237766,1.4743,0.5743,-0.049217988,-49.21798823
0.667908,0.667908,0.005366627,5.36662749,1.0733,0.8733,-0.002535909,-2.535909102,1.47278,0.57278,-0.051761525,-51.76152494
0.668976,0.668976,0.005356353,5.35635251,1.07208,0.87208,-0.002565365,-2.565364546,1.47156,0.57156,-0.047557163,-47.55716335
0.670044,0.670044,0.005411186,5.41118609,1.07147,0.87147,-0.00264489,-2.644890383,1.47095,0.57095,-0.044793374,-44.79337387
0.671112,0.671112,0.005483145,5.483144636,1.06995,0.86995,-0.002662562,-2.662561719,1.47003,0.57003,-0.043547543,-43.54754261
0.67218,0.67218,0.005438597,5.438597265,1.06934,0.86934,-0.002703792,-2.70379162,1.46881,0.56881,-0.042340787,-42.34078709
0.673218,0.673218,0.005462583,5.462583447,1.06781,0.86781,-0.002745031,-2.745031171,1.46729,0.56729,-0.041458415,-41.45841541
0.674316,0.674316,0.005483145,5.483144636,1.06659,0.86659,-0.002792158,-2.792157951,1.46637,0.56637,-0.04240563,-42.40562984
0.675354,0.675354,0.005476295,5.476294649,1.06598,0.86598,-0.002809829,-2.809829287,1.46545,0.56545,-0.040601981,-40.60198083
0.676392,0.676392,0.00547287,5.472869656,1.06476,0.86476,-0.002830444,-2.830444237,1.46393,0.56393,-0.040705772,-40.70577175
0.677521,0.677521,0.005500281,5.500280832,1.06415,0.86415,-0.00290113,-2.901129581,1.46301,0.56301,-0.040160795,-40.16079499
0.678589,0.678589,0.005500281,5.500280832,1.06262,0.86262,-0.002918801,-2.918800917,1.4624,0.5624,-0.040420336,-40.42033608
0.679657,0.679657,0.005513992,5.513992034,1.06171,0.86171,-0.002933529,-2.933528639,1.46118,0.56118,-0.040537096,-40.53709555
0.680756,0.680756,0.005490006,5.490005852,1.06018,0.86018,-0.002989486,-2.989486261,1.46027,0.56027,-0.039511985,-39.51198478
0.681793,0.681793,0.005527703,5.527703236,1.05988,0.85988,-0.00304251,-3.04250992,1.45844,0.55844,-0.039265455,-39.26545476
0.6828,0.6828,0.005531128,5.531128229,1.05865,0.85865,-0.003045454,-3.045453535,1.45782,0.55782,-0.039083767,-39.08376749
0.683899,0.683899,0.005507131,5.507130818,1.05713,0.85713,-0.003080796,-3.080796207,1.4566,0.5566,-0.040640929,-40.640929
0.684937,0.684937,0.005544828,5.544828202,1.05652,0.85652,-0.003122026,-3.122026107,1.45569,0.55569,-0.04101723,-41.01722957
0.686005,0.686005,0.005534553,5.534553223,1.0553,0.8553,-0.003122026,-3.122026107,1.45508,0.55508,-0.038707467,-38.70746692
0.687103,0.687103,0.005503706,5.503705825,1.05438,0.85438,-0.003163266,-3.163265658,1.45416,0.55416,-0.039031893,-39.03189328
0.688141,0.688141,0.005534553,5.534553223,1.05255,0.85255,-0.003210392,-3.210392438,1.45264,0.55264,-0.039680703,-39.68070349
0.689301,0.689301,0.005544828,5.544828202,1.05194,0.85194,-0.003207439,-3.207439173,1.45203,0.55203,-0.037345004,-37.34500375
0.690338,0.690338,0.005534553,5.534553223,1.05103,0.85103,-0.003236895,-3.236894617,1.4502,0.5502,-0.037838106,-37.83810631
0.691376,0.691376,0.005524267,5.524267014,1.0495,0.8495,-0.003233951,-3.233951002,1.44897,0.54897,-0.037993814,-37.99381396
0.692383,0.692383,0.005548264,5.548264425,1.04919,0.84919,-0.003242791,-3.242791496,1.44806,0.54806,-0.036475601,-36.47560062
0.693542,0.693542,0.005555114,5.555114411,1.04706,0.84706,-0.003251622,-3.251622338,1.44684,0.54684,-0.035995509,-35.99550912
0.69458,0.69458,0.005534553,5.534553223,1.04675,0.84675,-0.003225111,-3.225110509,1.44562,0.54562,-0.037215233,-37.2152332
0.695587,0.695587,0.005531128,5.531128229,1.04614,0.84614,-0.00325751,-3.257509567,1.4444,0.5444,-0.035165012,-35.16501165
0.696686,0.696686,0.005551689,5.551689418,1.04431,0.84431,-0.00326635,-3.26635006,1.44409,0.54409,-0.034464327,-34.46432723
0.697784,0.697784,0.005537978,5.537978216,1.04309,0.84309,-0.003251622,-3.251622338,1.44287,0.54287,-0.034697889,-34.6978887
0.698822,0.698822,0.005555114,5.555114411,1.04248,0.84248,-0.003248679,-3.248678724,1.44196,0.54196,-0.032362189,-32.36218896
0.69986,0.69986,0.005558539,5.558539405,1.04156,0.84156,-0.00325751,-3.257509567,1.44073,0.54073,-0.034425379,-34.42537906
0.700928,0.700928,0.005555114,5.555114411,1.04034,0.84034,-0.003233951,-3.233951002,1.43951,0.53951,-0.032128627,-32.12862749
0.701996,0.701996,0.005551689,5.551689418,1.03943,0.83943,-0.003233951,-3.233951002,1.43829,0.53829,-0.032024837,-32.02483656
0.703125,0.703125,0.005575676,5.5756756,1.03729,0.83729,-0.003236895,-3.236894617,1.43799,0.53799,-0.031155433,-31.15543343
0.704163,0.704163,0.005585962,5.585961809,1.03638,0.83638,-0.003198608,-3.19860833,1.43646,0.53646,-0.030000552,-30.00055211
0.705231,0.705231,0.005565389,5.565389391,1.03577,0.83577,-0.003186824,-3.186824223,1.43524,0.53524,-0.02990973,-29.90972973
0.706299,0.706299,0.005579101,5.579100593,1.03485,0.83485,-0.003177993,-3.17799338,1.43402,0.53402,-0.028936536,-28.93653568
0.707306,0.707306,0.005599662,5.599661782,1.03363,0.83363,-0.00317504,-3.175040115,1.43372,0.53372,-0.028119049,-28.11904927
0.708435,0.708435,0.005592812,5.592811796,1.03302,0.83302,-0.003130867,-3.130866601,1.43188,0.53188,-0.029325805,-29.3258048
0.709534,0.709534,0.005596237,5.596236789,1.0318,0.8318,-0.00313381,-3.133810215,1.43127,0.53127,-0.028690006,-28.69000566
0.710541,0.710541,0.005620223,5.620222971,1.03058,0.83058,-0.003119082,-3.119082493,1.42975,0.52975,-0.026899283,-26.89928267
0.71167,0.71167,0.005620223,5.620222971,1.02936,0.82936,-0.003104355,-3.104354771,1.42883,0.52883,-0.026055859,-26.05585916
0.712708,0.712708,0.005599662,5.599661782,1.02844,0.82844,-0.003069012,-3.069012099,1.42792,0.52792,-0.025173487,-25.17348748
0.713715,0.713715,0.005623648,5.623647964,1.02814,0.82814,-0.00309258,-3.092580314,1.4267,0.5267,-0.025303258,-25.30325803
0.714813,0.714813,0.005647645,5.647645376,1.02631,0.82631,-0.003060181,-3.060181256,1.42517,0.52517,-0.026276452,-26.27645208
0.715851,0.715851,0.005620223,5.620222971,1.02539,0.82539,-0.003039557,-3.039556655,1.42517,0.52517,-0.0246155,-24.61549965
0.71698,0.71698,0.005623648,5.623647964,1.02417,0.82417,-0.003018942,-3.018941705,1.42395,0.52395,-0.023564452,-23.56445177
0.718018,0.718018,0.005675057,5.675056551,1.02356,0.82356,-0.003039557,-3.039556655,1.42242,0.52242,-0.023642306,-23.64230559
0.719086,0.719086,0.005671632,5.671631558,1.02234,0.82234,-0.00299244,-2.992439527,1.42181,0.52181,-0.022617195,-22.61719482
0.720184,0.720184,0.005647645,5.647645376,1.02112,0.82112,-0.002983599,-2.983599033,1.42029,0.52029,-0.022383633,-22.38363334
0.721222,0.721222,0.005668207,5.668206565,1.0199,0.8199,-0.00299244,-2.992439527,1.41937,0.51937,-0.022500435,-22.50043534
0.722229,0.722229,0.005692193,5.692192747,1.01868,0.81868,-0.002998327,-2.998326755,1.41815,0.51815,-0.022643174,-22.64317444
0.723389,0.723389,0.00572304,5.723040145,1.01776,0.81776,-0.002965928,-2.965927697,1.41754,0.51754,-0.023006506,-23.00650645
0.724426,0.724426,0.005681907,5.681906537,1.01685,0.81685,-0.002968871,-2.968871311,1.41632,0.51632,-0.02425221,-24.25221015
0.725494,0.725494,0.005705904,5.705903949,1.01624,0.81624,-0.002965928,-2.965927697,1.41479,0.51479,-0.025861203,-25.86120335
0.726593,0.726593,0.005692193,5.692192747,1.0144,0.8144,-0.002936472,-2.936472253,1.41388,0.51388,-0.026717638,-26.71763793
0.727631,0.727631,0.005692193,5.692192747,1.01379,0.81379,-0.002898186,-2.898185967,1.41235,0.51235,-0.023811024,-23.81102431
0.728668,0.728668,0.005753876,5.753876313,1.01288,0.81288,-0.002939416,-2.939415867,1.41144,0.51144,-0.020177704,-20.17770414
0.729767,0.729767,0.005719604,5.719603922,1.01135,0.81135,-0.002889345,-2.889345473,1.41144,0.51144,-0.019671633,-19.67163303
0.730804,0.730804,0.005719604,5.719603922,1.01013,0.81013,-0.002868731,-2.868730523,1.40991,0.50991,-0.019879257,-19.8792574
0.731903,0.731903,0.005716179,5.716178929,1.00922,0.80922,-0.002854003,-2.854002801,1.40869,0.50869,-0.021682949,-21.68294893
0.732971,0.732971,0.005757301,5.757301306,1.0083,0.8083,-0.002868731,-2.868730523,1.40747,0.50747,-0.021527241,-21.52724129
0.73407,0.73407,0.005771013,5.771012509,1.00708,0.80708,-0.002827501,-2.827500623,1.40656,0.50656,-0.02218902,-22.18902005
0.735107,0.735107,0.005733315,5.733315124,1.00616,0.80616,-0.002800989,-2.800988793,1.40533,0.50533,-0.023110297,-23.11029738
0.736206,0.736206,0.005771013,5.771012509,1.00525,0.80525,-0.002800989,-2.800988793,1.40442,0.50442,-0.021332585,-21.33258547
0.737213,0.737213,0.005777862,5.777862495,1.00433,0.80433,-0.002771533,-2.77153335,1.4032,0.5032,-0.019126656,-19.12665626
0.738251,0.738251,0.005767588,5.767587515,1.00311,0.80311,-0.002750918,-2.750918399,1.40259,0.50259,-0.019464051,-19.46405118
0.73938,0.73938,0.005791574,5.791573697,1.0022,0.8022,-0.002739134,-2.739134292,1.40137,0.50137,-0.017621454,-17.62145399
0.740417,0.740417,0.00580186,5.801859907,1.00098,0.80098,-0.002706745,-2.706744885,1.39984,0.49984,-0.016103241,-16.10324065
0.741486,0.741486,0.005788149,5.788148704,1.00006,0.80006,-0.002671393,-2.671392562,1.39893,0.49893,-0.014688861,-14.68886076
0.742493,0.742493,0.005798424,5.798423684,0.99884,0.79884,-0.00264489,-2.644890383,1.39771,0.49771,-0.016790957,-16.79095652
0.743591,0.743591,0.005822421,5.822421095,0.99762,0.79762,-0.002641947,-2.641946769,1.39679,0.49679,-0.016077304,-16.07730355
0.74472,0.74472,0.00581556,5.815559879,0.996399,0.796399,-0.002597764,-2.597763604,1.39618,0.49618,-0.015791825,-15.79182536
0.745789,0.745789,0.005798424,5.798423684,0.995789,0.795789,-0.00255358,-2.553580438,1.39496,0.49496,-0.015765888,-15.76588826
0.746857,0.746857,0.005812135,5.812134886,0.994568,0.794568,-0.002541806,-2.541805981,1.39343,0.49343,-0.015843742,-15.84374208
0.747925,0.747925,0.005836121,5.836121068,0.993347,0.793347,-0.002527078,-2.52707826,1.39221,0.49221,-0.01597347,-15.97347011
0.749084,0.749084,0.005832696,5.832696075,0.992432,0.792432,-0.002465224,-2.465223758,1.3916,0.4916,-0.016064335,-16.064335
0.750031,0.750031,0.005853257,5.853257264,0.991211,0.791211,-0.002456393,-2.456392915,1.39069,0.49069,-0.016687166,-16.68716559
0.751953,0.751953,0.005901241,5.901240857,0.990295,0.790295,-0.002423994,-2.423993858,1.38977,0.48977,-0.022085187,-22.0851866
0.752869,0.752869,0.005901241,5.901240857,0.98938,0.78938,-0.002403369,-2.403369256,1.38794,0.48794,-0.021579115,-21.57911549
0.753479,0.753479,0.005842982,5.842982284,0.988464,0.788464,-0.002359196,-2.359195742,1.38733,0.48733,-0.023927784,-23.92778379
0.755005,0.755005,0.005877243,5.877243446,0.986633,0.786633,-0.002356252,-2.356252128,1.3855,0.4855,-0.024265179,-24.2651787
0.75592,0.75592,0.00588753,5.887529655,0.985718,0.785718,-0.00232974,-2.329740298,1.38458,0.48458,-0.018464878,-18.4648775
0.756531,0.756531,0.005908091,5.908090844,0.985107,0.785107,-0.002294398,-2.294397626,1.38428,0.48428,-0.017932869,-17.93286929
0.758057,0.758057,0.005935502,5.935502019,0.983582,0.783582,-0.002285557,-2.285557132,1.38336,0.48336,-0.018010723,-18.01072311
0.758972,0.758972,0.005956074,5.956074437,0.982666,0.782666,-0.002273783,-2.273782676,1.38214,0.48214,-0.020567016,-20.56701578
0.759583,0.759583,0.005973199,5.973199403,0.98175,0.78175,-0.002220769,-2.220768668,1.38062,0.48062,-0.015558264,-15.55826389
0.760803,0.760803,0.005925227,5.925227039,0.980835,0.780835,-0.002208985,-2.20898456,1.3797,0.4797,-0.015610138,-15.61013809
0.762024,0.762024,0.005952638,5.952638215,0.979614,0.779614,-0.002191313,-2.191313224,1.37878,0.47878,-0.015817762,-15.81776246
0.763245,0.763245,0.005980061,5.980060619,0.979004,0.779004,-0.002161858,-2.16185778,1.37756,0.47756,-0.016258948,-16.2589483
0.764465,0.764465,0.005969774,5.96977441,0.977478,0.777478,-0.002132402,-2.132402337,1.37665,0.47665,-0.016752051,-16.75205086
0.765076,0.765076,0.006007472,6.007471795,0.975952,0.775952,-0.002120628,-2.12062788,1.37604,0.47604,-0.017400861,-17.40086107
0.766602,0.766602,0.006014322,6.014321781,0.975037,0.775037,-0.002114731,-2.114731001,1.37451,0.47451,-0.018542731,-18.54273133
0.766907,0.766907,0.006007472,6.007471795,0.973816,0.773816,-0.002073501,-2.0735011,1.3736,0.4736,-0.020320443,-20.32044324
0.768127,0.768127,0.006028033,6.028032983,0.973206,0.773206,-0.002058773,-2.058773378,1.37299,0.47299,-0.024939926,-24.93992601
0.769653,0.769653,0.006048594,6.048594172,0.971985,0.771985,-0.002073501,-2.0735011,1.37115,0.47115,-0.042003392,-42.00339217
0.771179,0.771179,0.006045169,6.045169179,0.971069,0.771069,-0.002017534,-2.017533827,1.37054,0.47054,-0.030921872,-30.92187196
0.772095,0.772095,0.006021183,6.021182997,0.969238,0.769238,-0.002005759,-2.00575937,1.36902,0.46902,-0.031466849,-31.46684872
0.772705,0.772705,0.006031458,6.031457977,0.968628,0.768628,-0.002023431,-2.023430706,1.3681,0.4681,-0.028923567,-28.92356713
0.773926,0.773926,0.00607258,6.072580354,0.967407,0.767407,-0.001999862,-1.999862491,1.36688,0.46688,-0.016284928,-16.28492792
0.775146,0.775146,0.006069155,6.069155361,0.966797,0.766797,-0.001967463,-1.967463433,1.36627,0.46627,-0.01507813,-15.07812988
0.775757,0.775757,0.006062305,6.062305375,0.965881,0.765881,-0.001976304,-1.976303927,1.36475,0.46475,-0.013728635,-13.72863525
0.776367,0.776367,0.006048594,6.048594172,0.964355,0.764355,-0.001967463,-1.967463433,1.36383,0.46383,-0.013482105,-13.48210523
0.777893,0.777893,0.00605888,6.058880381,0.963745,0.763745,-0.001932121,-1.932120761,1.36292,0.46292,-0.013572928,-13.57292761
0.779419,0.779419,0.006076017,6.076016577,0.96283,0.76283,-0.001905619,-1.905618583,1.36139,0.46139,-0.014053019,-14.0530191
0.780334,0.780334,0.006004047,6.004046801,0.961609,0.761609,-0.001943905,-1.943904869,1.36078,0.46078,-0.014766715,-14.76671458
0.78125,0.78125,0.006041744,6.041744186,0.960083,0.760083,-0.00192329,-1.923289919,1.35925,0.45925,-0.015337671,-15.33767097
0.782471,0.782471,0.006000622,6.000621808,0.959473,0.759473,-0.001902675,-1.902674968,1.35834,0.45834,-0.01599945,-15.99944973
0.783081,0.783081,0.00605888,6.058880381,0.957947,0.757947,-0.001887947,-1.887947246,1.35773,0.45773,-0.016570364,-16.5703636
0.783997,0.783997,0.00607258,6.072580354,0.957336,0.757336,-0.001879107,-1.879106753,1.3559,0.4559,-0.018322138,-18.32213841
0.785217,0.785217,0.006041744,6.041744186,0.955811,0.755811,-0.001852605,-1.852604574,1.35498,0.45498,-0.019178573,-19.17857299
0.786743,0.786743,0.006014322,6.014321781,0.9552,0.7552,-0.001820206,-1.820205517,1.35437,0.45437,-0.018503826,-18.50382568
0.787354,0.787354,0.006038319,6.038319193,0.953979,0.753979,-0.001820206,-1.820205517,1.35345,0.45345,-0.018322138,-18.32213841
0.788879,0.788879,0.006079442,6.07944157,0.953369,0.753369,-0.00178191,-1.781909579,1.35223,0.45223,-0.018672502,-18.67250187
0.7901,0.7901,0.006076017,6.076016577,0.951843,0.751843,-0.001720065,-1.720064729,1.35071,0.45071,-0.020229621,-20.22962087
0.791016,0.791016,0.00607258,6.072580354,0.950623,0.750623,-0.001734792,-1.734792451,1.3501,0.4501,-0.016142189,-16.14218883
0.791931,0.791931,0.006147975,6.147975123,0.949707,0.749707,-0.00169944,-1.699440127,1.34888,0.44888,-0.013546991,-13.54699051
0.793152,0.793152,0.006113714,6.113713961,0.948181,0.748181,-0.00164937,-1.649369734,1.34796,0.44796,-0.0064361,-6.436100338
0.793762,0.793762,0.006127414,6.127413934,0.947571,0.747571,-0.001614027,-1.614027061,1.34705,0.44705,-0.005839207,-5.83920685
0.795593,0.795593,0.006154836,6.154836339,0.946655,0.746655,-0.001611083,-1.611083447,1.34552,0.44552,-0.005709436,-5.709436304
0.796204,0.796204,0.006168536,6.168536312,0.94574,0.74574,-0.001578684,-1.578684389,1.34491,0.44491,-0.005852175,-5.852175401
0.797119,0.797119,0.006182248,6.182247514,0.944214,0.744214,-0.001552182,-1.552182211,1.34308,0.44308,-0.005956009,-5.956008845
0.797729,0.797729,0.006233656,6.233656101,0.943298,0.743298,-0.001537454,-1.537454489,1.34247,0.44247,-0.006254456,-6.254455589
0.79895,0.79895,0.006233656,6.233656101,0.942688,0.742688,-0.001507999,-1.507999045,1.34125,0.44125,-0.006488017,-6.48801706
0.800476,0.800476,0.006199384,6.19938371,0.941162,0.741162,-0.001493271,-1.493271324,1.34064,0.44064,-0.006812401,-6.812400905
0.801086,0.801086,0.006230231,6.230231108,0.939636,0.739636,-0.0014756,-1.475599988,1.33942,0.43942,-0.007331441,-7.331440569
0.802307,0.802307,0.006264492,6.264492269,0.938721,0.738721,-0.001463816,-1.46381588,1.3385,0.4385,-0.007837512,-7.837511682
0.803833,0.803833,0.006271353,6.271353485,0.937805,0.737805,-0.001440257,-1.440257315,1.33667,0.43667,-0.008719883,-8.719883363
0.804749,0.804749,0.006267928,6.267928492,0.93689,0.73689,-0.001413745,-1.413745486,1.33606,0.43606,-0.022227926,-22.2279257
0.806274,0.806274,0.006281628,6.281628465,0.935669,0.735669,-0.001419642,-1.419642365,1.33484,0.43484,-0.020683775,-20.68377526
0.80658,0.80658,0.006315901,6.315900856,0.934753,0.734753,-0.001396074,-1.39607415,1.33362,0.43362,-0.014662924,-14.66292366
0.807495,0.807495,0.00629534,6.295339667,0.933838,0.733838,-0.001369572,-1.369571971,1.3327,0.4327,-0.015324702,-15.32470242
0.808716,0.808716,0.006336462,6.336462045,0.932007,0.732007,-0.001354844,-1.35484425,1.33179,0.43179,-0.002205925,-2.20592495
0.809631,0.809631,0.006357023,6.357023234,0.931702,0.731702,-0.001366628,-1.366628357,1.33057,0.43057,-0.001388434,-1.38843429
0.811157,0.811157,0.006360448,6.360448227,0.930176,0.730176,-0.001322445,-1.322445192,1.32965,0.42965,-0.001115937,-1.115937404
0.812683,0.812683,0.006360448,6.360448227,0.929871,0.729871,-0.001316558,-1.316557963,1.32843,0.42843,-0.00098618,-0.986179614
0.813904,0.813904,0.006401571,6.401570604,0.92865,0.72865,-0.001337173,-1.337172914,1.32721,0.42721,-0.000908322,-0.908321538
0.814209,0.814209,0.006401571,6.401570604,0.927124,0.727124,-0.001310661,-1.310661084,1.32629,0.42629,-0.000843441,-0.843440517
0.81543,0.81543,0.006333037,6.333037052,0.926208,0.726208,-0.00129299,-1.292989748,1.32538,0.42538,-0.000700706,-0.700705672
0.81665,0.81665,0.006226795,6.226794885,0.924988,0.724988,-0.001284159,-1.284158906,1.32385,0.42385,-0.000661779,-0.661778761
0.817261,0.817261,0.006261067,6.261067276,0.923462,0.723462,-0.001290046,-1.290046134,1.32294,0.42294,-0.000557971,-0.557970828
0.818787,0.818787,0.006247356,6.247356074,0.923157,0.723157,-0.001278262,-1.278262026,1.32233,0.42233,-0.000570944,-0.57094363
0.819397,0.819397,0.006267928,6.267928492,0.921936,0.721936,-0.001269431,-1.269431184,1.32141,0.42141,-0.000506067,-0.506066861
0.820618,0.820618,0.006329612,6.329612058,0.920715,0.720715,-0.001269431,-1.269431184,1.31958,0.41958,-0.000441186,-0.44118584
0.822449,0.822449,0.006343312,6.343312031,0.919189,0.719189,-0.001248816,-1.248816233,1.31897,0.41897,-0.000337377,-0.337376632
0.823364,0.823364,0.006336462,6.336462045,0.918884,0.718884,-0.001228192,-1.228191632,1.31775,0.41775,-0.0003244,-0.324400428
0.823975,0.823975,0.006384434,6.384434409,0.917358,0.717358,-0.001239976,-1.23997574,1.31653,0.41653,-0.000350353,-0.350352836
0.8255,0.8255,0.006418707,6.4187068,0.916748,0.716748,-0.001222304,-1.222304404,1.31561,0.41561,-0.000285473,-0.285472666
