"Figure 14 top (Exp. 2, 100 mV/s)",,,,,,,,,"Figure 14 bottom (Exp. 3, 700 mV/s)",,,,,,,,
E (V),iData (A),iRSModified (A),iRS (A),WE Area (m2),WE Area (cm^2),I [Data] (A),I [A = A(t)] (mA),I [A = A?] (mA),E (V),iData (A),iRSModified (A),iRS (A),A (m2),WE Area,I [Data],I [A = A(t)],I [A = A?]
-0.100708,2.89E-07,-1.10E-05,-1.10E-05,0.000104,1.04,2.89E-04,-1.10E-02,-1.10E-02,-0.100708,8.53E-06,-7.91E-05,-7.91E-05,0.000104,1.04,8.53E-03,-7.91E-02,-7.91E-02
-0.101776,-3.16E-07,-1.10E-05,-1.10E-05,0.000104,1.04,-3.16E-04,-1.10E-02,-1.10E-02,-0.101776,5.44E-06,-7.91E-05,-7.91E-05,0.000104,1.04,5.44E-03,-7.91E-02,-7.91E-02
-0.102844,-8.94E-07,-8.12E-06,-8.12E-06,0.000103896,1.038957723,-8.94E-04,-8.12E-03,-8.12E-03,-0.102844,-2.80E-06,-5.84E-05,-5.84E-05,0.000104,1.04,-2.80E-03,-5.84E-02,-5.84E-02
-0.103912,-1.15E-06,-6.91E-06,-6.92E-06,0.000103839,1.038393979,-1.15E-03,-6.91E-03,-6.92E-03,-0.103912,-2.43E-06,-4.97E-05,-4.97E-05,0.000104,1.04,-2.43E-03,-4.97E-02,-4.97E-02
-0.10498,-1.26E-06,-6.24E-06,-6.25E-06,0.000103805,1.038048788,-1.26E-03,-6.24E-03,-6.25E-03,-0.10498,-8.01E-06,-4.49E-05,-4.49E-05,0.000104,1.04,-8.01E-03,-4.49E-02,-4.49E-02
-0.106049,-1.73E-06,-5.81E-06,-5.82E-06,0.000103774,1.037743572,-1.73E-03,-5.81E-03,-5.82E-03,-0.106049,-5.37E-06,-4.18E-05,-4.18E-05,0.000104,1.04,-5.37E-03,-4.18E-02,-4.18E-02
-0.107117,-2.24E-06,-5.52E-06,-5.54E-06,0.000103751,1.037506103,-2.24E-03,-5.52E-03,-5.54E-03,-0.107117,-6.51E-06,-3.98E-05,-3.98E-05,0.000104,1.04,-6.51E-03,-3.98E-02,-3.98E-02
-0.108185,-1.98E-06,-5.32E-06,-5.34E-06,0.000103727,1.037266734,-1.98E-03,-5.32E-03,-5.34E-03,-0.108185,-1.46E-05,-3.83E-05,-3.83E-05,0.000104,1.04,-1.46E-02,-3.83E-02,-3.83E-02
-0.109253,-1.50E-06,-5.18E-06,-5.19E-06,0.000103707,1.037072257,-1.50E-03,-5.18E-03,-5.19E-03,-0.109253,-1.05E-05,-3.73E-05,-3.73E-05,0.000104,1.04,-1.05E-02,-3.73E-02,-3.73E-02
-0.110321,-1.67E-06,-5.08E-06,-5.09E-06,0.000103687,1.036865043,-1.67E-03,-5.08E-03,-5.09E-03,-0.110321,-1.52E-05,-3.66E-05,-3.66E-05,0.000104,1.04,-1.52E-02,-3.66E-02,-3.66E-02
-0.111389,-1.34E-06,-5.01E-06,-5.03E-06,0.000103669,1.036693216,-1.34E-03,-5.01E-03,-5.03E-03,-0.111389,-1.11E-05,-3.61E-05,-3.61E-05,0.000104,1.04,-1.11E-02,-3.61E-02,-3.61E-02
-0.112457,-1.29E-06,-4.96E-06,-4.98E-06,0.00010365,1.036504719,-1.29E-03,-4.96E-03,-4.98E-03,-0.112457,-9.42E-06,-3.58E-05,-3.58E-05,0.000104,1.04,-9.42E-03,-3.58E-02,-3.58E-02
-0.113525,-8.16E-07,-4.94E-06,-4.95E-06,0.000103635,1.036346481,-8.16E-04,-4.94E-03,-4.95E-03,-0.113525,-6.23E-06,-3.56E-05,-3.56E-05,0.000104,1.04,-6.23E-03,-3.56E-02,-3.56E-02
-0.114594,-8.78E-07,-4.93E-06,-4.94E-06,0.000103617,1.036169874,-8.78E-04,-4.93E-03,-4.94E-03,-0.114594,-1.31E-06,-3.55E-05,-3.55E-05,0.000104,1.04,-1.31E-03,-3.55E-02,-3.55E-02
-0.115662,-4.65E-08,-4.93E-06,-4.95E-06,0.000103602,1.036020144,-4.65E-05,-4.93E-03,-4.95E-03,-0.115662,-2.15E-06,-3.55E-05,-3.55E-05,0.000104,1.04,-2.15E-03,-3.55E-02,-3.55E-02
-0.11673,8.42E-07,-4.94E-06,-4.96E-06,0.000103585,1.035851442,8.42E-04,-4.94E-03,-4.96E-03,-0.11673,9.49E-06,-3.56E-05,-3.56E-05,0.000104,1.04,9.49E-03,-3.56E-02,-3.56E-02
-0.117798,9.73E-07,-4.96E-06,-4.98E-06,0.000103571,1.035707503,9.73E-04,-4.96E-03,-4.98E-03,-0.117798,9.68E-06,-3.58E-05,-3.58E-05,0.000104,1.04,9.68E-03,-3.58E-02,-3.58E-02
-0.118866,1.89E-06,-4.99E-06,-5.01E-06,0.000103554,1.035544139,1.89E-03,-4.99E-03,-5.01E-03,-0.118866,1.09E-05,-3.60E-05,-3.60E-05,0.000104,1.04,1.09E-02,-3.60E-02,-3.60E-02
-0.119934,2.33E-06,-5.03E-06,-5.05E-06,0.00010354,1.035403837,2.33E-03,-5.03E-03,-5.05E-03,-0.119934,1.25E-05,-3.62E-05,-3.62E-05,0.000104,1.04,1.25E-02,-3.62E-02,-3.62E-02
-0.121002,2.24E-06,-5.07E-06,-5.10E-06,0.000103524,1.035244049,2.24E-03,-5.07E-03,-5.10E-03,-0.121002,4.72E-06,-3.66E-05,-3.66E-05,0.000104,1.04,4.72E-03,-3.66E-02,-3.66E-02
-0.12207,2.71E-06,-5.12E-06,-5.15E-06,0.000103511,1.035105977,2.71E-03,-5.12E-03,-5.15E-03,-0.12207,6.90E-06,-3.69E-05,-3.69E-05,0.000104,1.04,6.90E-03,-3.69E-02,-3.69E-02
-0.123138,2.46E-06,-5.18E-06,-5.20E-06,0.000103495,1.034948485,2.46E-03,-5.18E-03,-5.20E-03,-0.123138,3.39E-06,-3.73E-05,-3.73E-05,0.000104,1.04,3.39E-03,-3.73E-02,-3.73E-02
-0.124207,2.61E-06,-5.24E-06,-5.26E-06,0.000103481,1.034811603,2.61E-03,-5.24E-03,-5.26E-03,-0.124207,-8.87E-07,-3.78E-05,-3.78E-05,0.000104,1.04,-8.87E-04,-3.78E-02,-3.78E-02
-0.125275,2.69E-06,-5.30E-06,-5.33E-06,0.000103466,1.034655306,2.69E-03,-5.30E-03,-5.33E-03,-0.125275,-2.65E-06,-3.82E-05,-3.82E-05,0.000104,1.04,-2.65E-03,-3.82E-02,-3.82E-02
-0.126343,2.93E-06,-5.37E-06,-5.40E-06,0.000103452,1.034518812,2.93E-03,-5.37E-03,-5.40E-03,-0.126343,-5.31E-06,-3.87E-05,-3.87E-05,0.000104,1.04,-5.31E-03,-3.87E-02,-3.87E-02
-0.127411,2.63E-06,-5.45E-06,-5.48E-06,0.000103436,1.034363226,2.63E-03,-5.45E-03,-5.48E-03,-0.127411,-2.51E-06,-3.93E-05,-3.93E-05,0.000104,1.04,-2.51E-03,-3.93E-02,-3.93E-02
-0.128479,2.37E-06,-5.53E-06,-5.56E-06,0.000103423,1.034226487,2.37E-03,-5.53E-03,-5.56E-03,-0.128479,-6.27E-06,-3.98E-05,-3.98E-05,0.000104,1.04,-6.27E-03,-3.98E-02,-3.98E-02
-0.129547,1.38E-06,-5.61E-06,-5.64E-06,0.000103407,1.034070865,1.38E-03,-5.61E-03,-5.64E-03,-0.129547,-2.59E-06,-4.04E-05,-4.04E-05,0.000104,1.04,-2.59E-03,-4.04E-02,-4.04E-02
-0.130615,5.20E-07,-5.70E-06,-5.73E-06,0.000103393,1.033933361,5.20E-04,-5.70E-03,-5.73E-03,-0.130615,-8.85E-06,-4.11E-05,-4.11E-05,0.000104,1.04,-8.85E-03,-4.11E-02,-4.11E-02
-0.131683,5.33E-07,-5.79E-06,-5.82E-06,0.000103378,1.033777195,5.33E-04,-5.79E-03,-5.82E-03,-0.131683,-1.37E-05,-4.17E-05,-4.17E-05,0.000104,1.04,-1.37E-02,-4.17E-02,-4.17E-02
-0.132751,3.64E-07,-5.88E-06,-5.92E-06,0.000103364,1.033638492,3.64E-04,-5.88E-03,-5.92E-03,-0.132751,-8.15E-06,-4.24E-05,-4.24E-05,0.000104,1.04,-8.15E-03,-4.24E-02,-4.24E-02
-0.13382,4.80E-07,-5.98E-06,-6.02E-06,0.000103348,1.033481353,4.80E-04,-5.98E-03,-6.02E-03,-0.13382,-1.55E-05,-4.31E-05,-4.31E-05,0.000104,1.04,-1.55E-02,-4.31E-02,-4.31E-02
-0.134888,4.06E-07,-6.08E-06,-6.12E-06,0.000103334,1.033340938,4.06E-04,-6.08E-03,-6.12E-03,-0.134888,-1.10E-05,-4.38E-05,-4.38E-05,0.000104,1.04,-1.10E-02,-4.38E-02,-4.38E-02
-0.135956,-8.53E-08,-6.19E-06,-6.23E-06,0.000103318,1.033182453,-8.53E-05,-6.19E-03,-6.23E-03,-0.135956,-1.44E-05,-4.46E-05,-4.46E-05,0.000104,1.04,-1.44E-02,-4.46E-02,-4.46E-02
-0.137024,7.57E-08,-6.29E-06,-6.34E-06,0.000103304,1.033040279,7.57E-05,-6.29E-03,-6.34E-03,-0.137024,-1.38E-05,-4.54E-05,-4.54E-05,0.000104,1.04,-1.38E-02,-4.54E-02,-4.54E-02
-0.138092,1.34E-07,-6.41E-06,-6.45E-06,0.000103288,1.032880119,1.34E-04,-6.41E-03,-6.45E-03,-0.138092,-1.02E-05,-4.62E-05,-4.62E-05,0.000104,1.04,-1.02E-02,-4.62E-02,-4.62E-02
-0.13916,1.11E-06,-6.52E-06,-6.57E-06,0.000103274,1.032735756,1.11E-03,-6.52E-03,-6.57E-03,-0.13916,-1.20E-05,-4.70E-05,-4.70E-05,0.000104,1.04,-1.20E-02,-4.70E-02,-4.70E-02
-0.140228,1.76E-06,-6.64E-06,-6.69E-06,0.000103257,1.032573627,1.76E-03,-6.64E-03,-6.69E-03,-0.140228,-7.41E-06,-4.78E-05,-4.78E-05,0.000104,1.04,-7.41E-03,-4.78E-02,-4.78E-02
-0.141296,1.28E-06,-6.76E-06,-6.81E-06,0.000103243,1.032426812,1.28E-03,-6.76E-03,-6.81E-03,-0.141296,-1.51E-05,-4.87E-05,-4.87E-05,0.000104,1.04,-1.51E-02,-4.87E-02,-4.87E-02
-0.142365,1.93E-06,-6.89E-06,-6.94E-06,0.000103226,1.032262445,1.93E-03,-6.89E-03,-6.94E-03,-0.142365,-1.87E-05,-4.96E-05,-4.96E-05,0.000104,1.04,-1.87E-02,-4.96E-02,-4.96E-02
-0.143433,2.26E-06,-7.02E-06,-7.07E-06,0.000103211,1.032112787,2.26E-03,-7.02E-03,-7.07E-03,-0.143433,-1.73E-05,-5.06E-05,-5.06E-05,0.000104,1.04,-1.73E-02,-5.06E-02,-5.06E-02
-0.144501,1.57E-06,-7.15E-06,-7.21E-06,0.000103195,1.031945934,1.57E-03,-7.15E-03,-7.21E-03,-0.144501,-2.31E-05,-5.15E-05,-5.15E-05,0.000104,1.04,-2.31E-02,-5.15E-02,-5.15E-02
-0.145569,1.66E-06,-7.29E-06,-7.35E-06,0.000103179,1.031793503,1.66E-03,-7.29E-03,-7.35E-03,-0.145569,-1.71E-05,-5.25E-05,-5.25E-05,0.000104,1.04,-1.71E-02,-5.25E-02,-5.25E-02
-0.146637,9.82E-07,-7.43E-06,-7.49E-06,0.000103162,1.031623931,9.82E-04,-7.43E-03,-7.49E-03,-0.146637,-1.94E-05,-5.35E-05,-5.35E-05,0.000104,1.04,-1.94E-02,-5.35E-02,-5.35E-02
-0.147705,1.01E-06,-7.58E-06,-7.64E-06,0.000103147,1.031468367,1.01E-03,-7.58E-03,-7.64E-03,-0.147705,-1.83E-05,-5.46E-05,-5.46E-05,0.000104,1.04,-1.83E-02,-5.46E-02,-5.46E-02
-0.148773,7.32E-07,-7.72E-06,-7.79E-06,0.00010313,1.031295859,7.32E-04,-7.72E-03,-7.79E-03,-0.148773,-1.74E-05,-5.56E-05,-5.56E-05,0.000104,1.04,-1.74E-02,-5.56E-02,-5.56E-02
-0.149841,4.91E-07,-7.88E-06,-7.94E-06,0.000103114,1.03113696,4.91E-04,-7.88E-03,-7.94E-03,-0.149841,-2.27E-05,-5.67E-05,-5.67E-05,0.000104,1.04,-2.27E-02,-5.67E-02,-5.67E-02
-0.150909,-5.84E-07,-8.03E-06,-8.10E-06,0.000103096,1.030961306,-5.84E-04,-8.03E-03,-8.10E-03,-0.150909,-1.81E-05,-5.78E-05,-5.78E-05,0.000104,1.04,-1.81E-02,-5.78E-02,-5.78E-02
-0.151978,-8.89E-07,-8.19E-06,-8.26E-06,0.00010308,1.030798877,-8.89E-04,-8.19E-03,-8.26E-03,-0.151978,-2.52E-05,-5.90E-05,-5.90E-05,0.000104,1.04,-2.52E-02,-5.90E-02,-5.90E-02
-0.153046,-1.87E-06,-8.35E-06,-8.43E-06,0.000103062,1.030619713,-1.87E-03,-8.35E-03,-8.43E-03,-0.153046,-2.24E-05,-6.01E-05,-6.01E-05,0.000104,1.04,-2.24E-02,-6.01E-02,-6.01E-02
-0.154114,-2.51E-06,-8.52E-06,-8.60E-06,0.000103045,1.030453565,-2.51E-03,-8.52E-03,-8.60E-03,-0.154114,-2.73E-05,-6.14E-05,-6.14E-05,0.000104,1.04,-2.73E-02,-6.14E-02,-6.14E-02
-0.155182,-2.42E-06,-8.69E-06,-8.77E-06,0.000103027,1.030271018,-2.42E-03,-8.69E-03,-8.77E-03,-0.155182,-2.99E-05,-6.26E-05,-6.26E-05,0.000104,1.04,-2.99E-02,-6.26E-02,-6.26E-02
-0.15625,-3.29E-06,-8.87E-06,-8.95E-06,0.00010301,1.030100968,-3.29E-03,-8.87E-03,-8.95E-03,-0.15625,-2.60E-05,-6.38E-05,-6.38E-05,0.000104,1.04,-2.60E-02,-6.38E-02,-6.38E-02
-0.157318,-3.47E-06,-9.05E-06,-9.14E-06,0.000102991,1.029914686,-3.47E-03,-9.05E-03,-9.14E-03,-0.157318,-3.35E-05,-6.51E-05,-6.51E-05,0.000104,1.04,-3.35E-02,-6.51E-02,-6.51E-02
-0.158386,-4.02E-06,-9.23E-06,-9.32E-06,0.000102974,1.029740554,-4.02E-03,-9.23E-03,-9.32E-03,-0.158386,-2.82E-05,-6.64E-05,-6.64E-05,0.000104,1.04,-2.82E-02,-6.64E-02,-6.64E-02
-0.159454,-4.20E-06,-9.42E-06,-9.52E-06,0.000102955,1.029550351,-4.20E-03,-9.42E-03,-9.52E-03,-0.159454,-3.09E-05,-6.78E-05,-6.78E-05,0.000104,1.04,-3.09E-02,-6.78E-02,-6.78E-02
-0.160522,-4.10E-06,-9.61E-06,-9.71E-06,0.000102937,1.029371958,-4.10E-03,-9.61E-03,-9.71E-03,-0.160522,-2.98E-05,-6.92E-05,-6.92E-05,0.000104,1.04,-2.98E-02,-6.92E-02,-6.92E-02
-0.161591,-3.70E-06,-9.81E-06,-9.91E-06,0.000102918,1.029177649,-3.70E-03,-9.81E-03,-9.91E-03,-0.161591,-2.56E-05,-7.06E-05,-7.06E-05,0.000104,1.04,-2.56E-02,-7.06E-02,-7.06E-02
-0.162659,-3.39E-06,-1.00E-05,-1.01E-05,0.000102899,1.02899464,-3.39E-03,-1.00E-02,-1.01E-02,-0.162659,-2.93E-05,-7.20E-05,-7.20E-05,0.000104,1.04,-2.93E-02,-7.20E-02,-7.20E-02
-0.163727,-3.19E-06,-1.02E-05,-1.03E-05,0.00010288,1.028796039,-3.19E-03,-1.02E-02,-1.03E-02,-0.163727,-2.96E-05,-7.35E-05,-7.35E-05,0.000104,1.04,-2.96E-02,-7.35E-02,-7.35E-02
-0.164795,-3.08E-06,-1.04E-05,-1.05E-05,0.000102861,1.028608593,-3.08E-03,-1.04E-02,-1.05E-02,-0.164795,-3.44E-05,-7.50E-05,-7.50E-05,0.000104,1.04,-3.44E-02,-7.50E-02,-7.50E-02
-0.165863,-2.46E-06,-1.06E-05,-1.08E-05,0.000102841,1.02840552,-2.46E-03,-1.06E-02,-1.08E-02,-0.165863,-3.31E-05,-7.66E-05,-7.66E-05,0.000104,1.04,-3.31E-02,-7.66E-02,-7.66E-02
-0.166931,-1.73E-06,-1.09E-05,-1.10E-05,0.000102821,1.028213286,-1.73E-03,-1.09E-02,-1.10E-02,-0.166931,-3.06E-05,-7.81E-05,-7.81E-05,0.000104,1.04,-3.06E-02,-7.81E-02,-7.81E-02
-0.167999,-1.86E-06,-1.11E-05,-1.12E-05,0.000102801,1.028005558,-1.86E-03,-1.11E-02,-1.12E-02,-0.167999,-3.54E-05,-7.98E-05,-7.98E-05,0.000104,1.04,-3.54E-02,-7.98E-02,-7.98E-02
-0.169067,-1.63E-06,-1.13E-05,-1.15E-05,0.000102781,1.027808358,-1.63E-03,-1.13E-02,-1.15E-02,-0.169067,-3.17E-05,-8.14E-05,-8.14E-05,0.000104,1.04,-3.17E-02,-8.14E-02,-8.14E-02
-0.170135,-1.99E-06,-1.16E-05,-1.17E-05,0.00010276,1.027595794,-1.99E-03,-1.16E-02,-1.17E-02,-0.170135,-4.14E-05,-8.31E-05,-8.31E-05,0.000104,1.04,-4.14E-02,-8.31E-02,-8.31E-02
-0.171204,-1.61E-06,-1.18E-05,-1.19E-05,0.000102739,1.027393452,-1.61E-03,-1.18E-02,-1.19E-02,-0.171204,-4.37E-05,-8.48E-05,-8.48E-05,0.000104,1.04,-4.37E-02,-8.48E-02,-8.48E-02
-0.172272,-1.84E-06,-1.20E-05,-1.22E-05,0.000102718,1.027175669,-1.84E-03,-1.20E-02,-1.22E-02,-0.172272,-5.01E-05,-8.66E-05,-8.66E-05,0.000104,1.04,-5.01E-02,-8.66E-02,-8.66E-02
-0.17334,-2.47E-06,-1.23E-05,-1.25E-05,0.000102697,1.026968003,-2.47E-03,-1.23E-02,-1.25E-02,-0.17334,-5.84E-05,-8.84E-05,-8.84E-05,0.000104,1.04,-5.84E-02,-8.84E-02,-8.84E-02
-0.174408,-2.62E-06,-1.26E-05,-1.27E-05,0.000102675,1.026745213,-2.62E-03,-1.26E-02,-1.27E-02,-0.174408,-5.49E-05,-9.02E-05,-9.02E-05,0.000104,1.04,-5.49E-02,-9.02E-02,-9.02E-02
-0.175476,-1.17E-06,-1.28E-05,-1.30E-05,0.000102653,1.026532046,-1.17E-03,-1.28E-02,-1.30E-02,-0.175476,-6.66E-05,-9.21E-05,-9.21E-05,0.000104,1.04,-6.66E-02,-9.21E-02,-9.21E-02
-0.176544,-1.24E-06,-1.31E-05,-1.33E-05,0.00010263,1.026303866,-1.24E-03,-1.31E-02,-1.33E-02,-0.176544,-6.45E-05,-9.40E-05,-9.40E-05,0.000104,1.04,-6.45E-02,-9.40E-02,-9.40E-02
-0.177612,-1.76E-06,-1.34E-05,-1.35E-05,0.000102609,1.026085017,-1.76E-03,-1.34E-02,-1.35E-02,-0.177612,-7.23E-05,-9.60E-05,-9.60E-05,0.000104,1.04,-7.23E-02,-9.60E-02,-9.60E-02
-0.17868,-2.48E-06,-1.36E-05,-1.38E-05,0.000102585,1.025851259,-2.48E-03,-1.36E-02,-1.38E-02,-0.17868,-7.82E-05,-9.80E-05,-9.80E-05,0.000104,1.04,-7.82E-02,-9.80E-02,-9.80E-02
-0.179749,-3.68E-06,-1.39E-05,-1.41E-05,0.000102563,1.025626544,-3.68E-03,-1.39E-02,-1.41E-02,-0.179749,-7.72E-05,-0.000100007,-0.000100007,0.000104,1.04,-7.72E-02,-1.00E-01,-1.00E-01
-0.180817,-3.87E-06,-1.42E-05,-1.44E-05,0.000102539,1.025386799,-3.87E-03,-1.42E-02,-1.44E-02,-0.180817,-8.81E-05,-0.000102093,-0.000102093,0.000104,1.04,-8.81E-02,-1.02E-01,-1.02E-01
-0.181885,-4.13E-06,-1.45E-05,-1.47E-05,0.000102516,1.025156028,-4.13E-03,-1.45E-02,-1.47E-02,-0.181885,-8.85E-05,-0.000104223,-0.000104223,0.000104,1.04,-8.85E-02,-1.04E-01,-1.04E-01
-0.182953,-4.32E-06,-1.48E-05,-1.50E-05,0.000102491,1.024910541,-4.32E-03,-1.48E-02,-1.50E-02,-0.182953,-9.87E-05,-0.000106398,-0.000106398,0.000104,1.04,-9.87E-02,-1.06E-01,-1.06E-01
-0.184021,-4.40E-06,-1.51E-05,-1.54E-05,0.000102467,1.024673529,-4.40E-03,-1.51E-02,-1.54E-02,-0.184021,-0.000101479,-0.000108618,-0.000108618,0.000104,1.04,-1.01E-01,-1.09E-01,-1.09E-01
-0.185089,-4.34E-06,-1.55E-05,-1.57E-05,0.000102442,1.024421888,-4.34E-03,-1.55E-02,-1.57E-02,-0.185089,-0.000101425,-0.000110885,-0.000110885,0.000104,1.04,-1.01E-01,-1.11E-01,-1.11E-01
-0.186157,-4.99E-06,-1.58E-05,-1.60E-05,0.000102418,1.024178442,-4.99E-03,-1.58E-02,-1.60E-02,-0.186157,-0.000112535,-0.000113199,-0.000113199,0.000104,1.04,-1.13E-01,-1.13E-01,-1.13E-01
-0.187225,-5.74E-06,-1.61E-05,-1.64E-05,0.000102392,1.02392045,-5.74E-03,-1.61E-02,-1.64E-02,-0.187225,-0.00011537,-0.000115561,-0.000115561,0.000104,1.04,-1.15E-01,-1.16E-01,-1.16E-01
-0.188293,-6.95E-06,-1.65E-05,-1.67E-05,0.000102367,1.023670375,-6.95E-03,-1.65E-02,-1.67E-02,-0.188293,-0.000125203,-0.000117973,-0.000117973,0.000104,1.04,-1.25E-01,-1.18E-01,-1.18E-01
-0.189362,-7.99E-06,-1.68E-05,-1.71E-05,0.000102341,1.023405832,-7.99E-03,-1.68E-02,-1.71E-02,-0.189362,-0.000130471,-0.000120436,-0.000120436,0.000104,1.04,-1.30E-01,-1.20E-01,-1.20E-01
-0.19043,-8.49E-06,-1.72E-05,-1.74E-05,0.000102315,1.023148684,-8.49E-03,-1.72E-02,-1.74E-02,-0.19043,-0.000135694,-0.000122948,-0.000122948,0.000104,1.04,-1.36E-01,-1.23E-01,-1.23E-01
-0.191498,-9.72E-06,-1.75E-05,-1.78E-05,0.000102288,1.022877383,-9.72E-03,-1.75E-02,-1.78E-02,-0.191498,-0.000142399,-0.000125512,-0.000125512,0.000104,1.04,-1.42E-01,-1.26E-01,-1.26E-01
-0.192566,-1.05E-05,-1.79E-05,-1.82E-05,0.000102261,1.022613452,-1.05E-02,-1.79E-02,-1.82E-02,-0.192566,-0.000143373,-0.000128129,-0.000128129,0.000104,1.04,-1.43E-01,-1.28E-01,-1.28E-01
-0.193634,-1.15E-05,-1.83E-05,-1.86E-05,0.000102234,1.02233519,-1.15E-02,-1.83E-02,-1.86E-02,-0.193634,-0.00014825,-0.000130798,-0.000130798,0.000104,1.04,-1.48E-01,-1.31E-01,-1.31E-01
-0.194702,-1.20E-05,-1.87E-05,-1.90E-05,0.000102206,1.022064026,-1.20E-02,-1.87E-02,-1.90E-02,-0.194702,-0.000145107,-0.000133523,-0.000133523,0.000104,1.04,-1.45E-01,-1.34E-01,-1.34E-01
-0.19577,-1.25E-05,-1.91E-05,-1.94E-05,0.000102178,1.021778593,-1.25E-02,-1.91E-02,-1.94E-02,-0.19577,-0.000143096,-0.000136303,-0.000136303,0.000104,1.04,-1.43E-01,-1.36E-01,-1.36E-01
-0.196838,-1.25E-05,-1.95E-05,-1.98E-05,0.00010215,1.021499989,-1.25E-02,-1.95E-02,-1.98E-02,-0.196838,-0.000139282,-0.000139139,-0.000139139,0.000104,1.04,-1.39E-01,-1.39E-01,-1.39E-01
-0.197906,-1.12E-05,-1.99E-05,-2.02E-05,0.000102121,1.021207172,-1.12E-02,-1.99E-02,-2.02E-02,-0.197906,-0.000131626,-0.000142032,-0.000142032,0.000104,1.04,-1.32E-01,-1.42E-01,-1.42E-01
-0.198975,-9.51E-06,-2.03E-05,-2.07E-05,0.000102092,1.020920916,-9.51E-03,-2.03E-02,-2.07E-02,-0.198975,-0.000130158,-0.000144987,-0.000144987,0.000104,1.04,-1.30E-01,-1.45E-01,-1.45E-01
-0.200043,-8.78E-06,-2.07E-05,-2.11E-05,0.000102062,1.020620219,-8.78E-03,-2.07E-02,-2.11E-02,-0.200043,-0.00012093,-0.000147998,-0.000147998,0.000104,1.04,-1.21E-01,-1.48E-01,-1.48E-01
-0.201111,-2.02E-05,-2.12E-05,-2.16E-05,0.000102033,1.020326091,-2.02E-02,-2.12E-02,-2.16E-02,-0.201111,-0.000164779,-0.000151069,-0.000151069,0.000104,1.04,-1.65E-01,-1.51E-01,-1.51E-01
-0.202179,-1.98E-05,-2.16E-05,-2.20E-05,0.000102002,1.020017848,-1.98E-02,-2.16E-02,-2.20E-02,-0.202179,-0.000167561,-0.000154202,-0.000154202,0.000104,1.04,-1.68E-01,-1.54E-01,-1.54E-01
-0.203247,-1.94E-05,-2.21E-05,-2.25E-05,0.000101972,1.019715633,-1.94E-02,-2.21E-02,-2.25E-02,-0.203247,-0.000174956,-0.000157397,-0.000157397,0.000104,1.04,-1.75E-01,-1.57E-01,-1.57E-01
-0.204315,-1.90E-05,-2.25E-05,-2.30E-05,0.00010194,1.019399344,-1.90E-02,-2.25E-02,-2.30E-02,-0.204315,-0.000178174,-0.000160655,-0.000160655,0.000104,1.04,-1.78E-01,-1.61E-01,-1.61E-01
-0.205383,-1.98E-05,-2.30E-05,-2.35E-05,0.000101909,1.019088819,-1.98E-02,-2.30E-02,-2.35E-02,-0.205383,-0.000189474,-0.000163978,-0.000163978,0.000104,1.04,-1.89E-01,-1.64E-01,-1.64E-01
-0.206451,-2.08E-05,-2.35E-05,-2.40E-05,0.000101876,1.018764255,-2.08E-02,-2.35E-02,-2.40E-02,-0.206451,-0.000195413,-0.000167366,-0.000167366,0.000104,1.04,-1.95E-01,-1.67E-01,-1.67E-01
-0.20752,-2.21E-05,-2.40E-05,-2.45E-05,0.000101845,1.018445193,-2.21E-02,-2.40E-02,-2.45E-02,-0.20752,-0.000206849,-0.000170825,-0.000170825,0.000104,1.04,-2.07E-01,-1.71E-01,-1.71E-01
-0.208588,-2.38E-05,-2.45E-05,-2.50E-05,0.000101811,1.018111815,-2.38E-02,-2.45E-02,-2.50E-02,-0.208588,-0.000214112,-0.000174347,-0.000174347,0.000104,1.04,-2.14E-01,-1.74E-01,-1.74E-01
-0.209656,-2.51E-05,-2.50E-05,-2.55E-05,0.000101778,1.01778398,-2.51E-02,-2.50E-02,-2.55E-02,-0.209656,-0.000220059,-0.000177938,-0.000177938,0.000104,1.04,-2.20E-01,-1.78E-01,-1.78E-01
-0.210724,-2.63E-05,-2.55E-05,-2.61E-05,0.000101744,1.017442166,-2.63E-02,-2.55E-02,-2.61E-02,-0.210724,-0.000228353,-0.000181599,-0.000181599,0.000104,1.04,-2.28E-01,-1.82E-01,-1.82E-01
-0.211792,-2.72E-05,-2.60E-05,-2.66E-05,0.000101711,1.017105328,-2.72E-02,-2.60E-02,-2.66E-02,-0.211792,-0.000232946,-0.000185331,-0.000185331,0.000104,1.04,-2.33E-01,-1.85E-01,-1.85E-01
-0.21286,-2.80E-05,-2.66E-05,-2.72E-05,0.000101675,1.016754532,-2.80E-02,-2.66E-02,-2.72E-02,-0.21286,-0.000241331,-0.000189135,-0.000189135,0.000104,1.04,-2.41E-01,-1.89E-01,-1.89E-01
-0.213928,-2.90E-05,-2.71E-05,-2.78E-05,0.000101641,1.016408452,-2.90E-02,-2.71E-02,-2.78E-02,-0.213928,-0.00024056,-0.000193012,-0.000193012,0.000104,1.04,-2.41E-01,-1.93E-01,-1.93E-01
-0.214996,-3.02E-05,-2.77E-05,-2.84E-05,0.000101605,1.016048433,-3.02E-02,-2.77E-02,-2.84E-02,-0.214996,-0.000250874,-0.000196964,-0.000196964,0.000104,1.04,-2.51E-01,-1.97E-01,-1.97E-01
